RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS17,VDS21,VDS23,VDS8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,gmid_offset0,gmid_offset10,gmid_offset17,gmid_offset21,gmid_offset23,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
3.42,0.2,15,1.11,5.19,15,2.31,8.06,5,3.62,7.18,20,2.4,4.69,14,3.62,10,4,2.06,9.26,10,3.41,2,16,0.283559162028753,0.302170617758684,0.283559162028753,0.554668565963521,0.585576023850453,0.283559162028753,3569006.54377702,638335619.195865,3172692.52063545,8883749.96582163,36374535.3439561,3172692.52063545,0.000145824070064338,7.07680858699979e-05,6.66788513572643e-05,2.88194461313875e-05,0.000263922564197592,6.66788513572643e-05,-9,8,-2,-2,5,-7,82.6817958501747,126.479834760197,43.0372106896454,10.9744887258596,83.4878645289758,1507387.91380724,161.406071447142,0.0459553483729877,-59.3561199,154.679671869356,512917.9,7.01059401689565e-05,0.000103803749721121,39.93864,0.0406997450789752,2.12451099207978e-07,1.86086434114108e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.42,0.2,8,1.11,5.19,15,2.91,8.06,5,3.62,7.18,20,2.4,4.69,14,3.62,10,4,2.06,9.26,10,3.41,3,33,0.283559162028753,0.333693953279751,0.283559162028753,0.55478101911385,0.555982689843307,0.283559162028753,3568933.22255951,1105430930.32022,3172692.52063545,8887929.44117918,32370676.8196562,3172692.52063545,0.000145822408093657,6.7543054053592e-05,6.66788513572643e-05,2.88352759665917e-05,0.000290519969995884,6.66788513572643e-05,-9,8,-10,-2,5,-7,91.2450504840743,84.834608016442,42.5398692790535,10.8476666661586,89.6477240211315,1011122.94901372,161.545894098241,0.0137957206258921,-61.4580703,154.712890216439,507022.3,7.01103263407446e-05,0.000101767353505526,39.24851,1.67116717600391e-06,1.11849052161772e-07,2.72849871387759e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
0.78,0.94,8,1.12,2.93,10,3.05,10,17,0.8,4.11,3,1.35,6.87,5,5,10,1,1.68,10,8.64,2.28,3,41,0.314111563676102,0.405041629064024,0.314111563676102,0.743372955936841,0.497362493030424,0.314111563676102,2737425.53439668,125432063.275884,2371204.69853319,15901165.7917072,72930281.2713617,2371204.69853319,9.24710996519146e-05,3.24401227174367e-05,4.16185301258569e-05,1.12859779952683e-05,0.000246145301145363,4.16185301258569e-05,0,-12,0,1,-9,-5,52.0569181286322,15.8358370803473,40.8237050592979,10.410044790121,52.107009546545,125791.932615304,148.464343867475,0.0100850699692402,-70.525301,150.260853389668,324283,4.67264560150223e-05,8.88719774223293e-05,43.35031,2.15306378491265e-06,1.88165275073981e-06,0.000219826065914197,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
3.7,5.51,7,4.88,4.79,8,1.83,6.49,11,0.486,5,17,3.18,9.8,1,0.92,5.31,8,1.89,4.33,1,0.5,3,48,0.450502600965706,0.342328949968111,0.450502600965706,0.322132489222388,0.469144315948502,0.450502600965706,5174728.64266719,2265592.31652815,4249511.5253771,4735214.25336228,23914267.0147666,4249511.5253771,1.32711723303127e-05,9.46547433159328e-06,5.78524920067889e-06,9.38529907844901e-06,6.03379439283316e-05,5.78524920067889e-06,-2,13,-14,-4,1,10,98.5378823950663,30.4581267183804,144.376443865246,36.8159931856376,109.049060858061,53806.1820304533,92.3942351015473,0.00704478732022112,-73.75005,148.496793031432,255050,1.03915436443868e-05,0.000362566526191869,52.74389,6.03079623898856e-06,3.15275808213111e-07,4.37584559637161e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.78,0.94,19,3.2,2.93,10,3.83,8.29,17,0.8,3.44,12,1.35,6.87,7,3.66,7.48,8,1.6,8.19,8.64,2.28,3,49,0.313940657723092,0.310133444044703,0.313940657723092,0.449185046960802,0.47706090214261,0.313940657723092,2696821.54592115,40117000.771925,2341991.07713006,8773540.27340322,64710832.6577166,2341991.07713006,9.31553758578584e-05,4.71544926064854e-05,4.2010759709656e-05,2.92917850584094e-05,0.000267524485753537,4.2010759709656e-05,0,15,0,1,-15,-5,72.8914293826363,9.14896859291857,57.9234897091517,14.7704898758337,73.3585429674716,73330.3463708209,143.513089298503,0.0172092010685625,-74.2244294,152.377745402224,464265.4,4.71479352312743e-05,0.000116320258242113,35.36968,1.65032103936237e-06,3.22484473901929e-07,2.97274812838255e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
2.32,0.18,8,1.38,8.56,2,3.59,4.75,1,3.56,7.68,15,4.57,3.68,1,2.47,8.08,1,1.17,10,7.34,2.38,3,44,0.552590680413943,0.553000363783855,0.552590680413943,0.820802912258328,0.906325375491607,0.552590680413943,32485106.3719389,881848680.886114,29670553.9931928,37503073.6885739,45161968.5918273,29670553.9931928,8.53844189969031e-05,6.21170644095747e-05,3.99448709192925e-05,1.44611575500649e-05,0.000115050436676693,3.99448709192925e-05,-2,-8,1,-3,3,-1,63.5305153574739,36.148361405574,28.1970904387,7.1902580618685,64.0591236011601,300678.739219001,152.598736560956,0.0157203241321828,-75.7804608,145.95914588388,234540.8,4.89288697252371e-05,0.000220746761986148,57.49125,2.71209689808474e-06,1.81679662533962e-06,3.31567600609928e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
2.22,6.69,20,1.38,0.18,6,3.16,5.44,2,3.65,7.47,1,4.67,3.85,6,4.84,5.81,1,5,5,2.38,0.5,2,14,0.210557515608304,0.358662128546559,0.210557515608304,0.387794147269628,0.276760869384287,0.210557515608304,1585123.89069018,1947771.4156644,1450513.74102331,8839250.77104719,940728548.205859,1450513.74102331,2.32954486391934e-05,8.67385269710579e-06,1.08018709125722e-05,7.94020419824864e-06,0.000113703808596281,1.08018709125722e-05,2,4,3,2,13,15,104.680894814759,57.503786256747,132.298669207405,33.7361606478883,111.312696045282,100616.643035847,97.1349988418181,0.00814612790528574,-90.0413822,146.071237587112,231488.2,1.02925849691119e-05,0.000136823880218302,38.65513,3.13464734039972e-06,8.37990587920778e-09,6.10569017656104e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,1
2.22,6.69,13,1.38,0.18,6,3.16,5.44,2,3.65,7.47,1,4.67,3.85,6,4.84,5.81,1,5,5,2.38,0.5,1,9,0.210557515608304,0.385450651006489,0.210557515608304,0.387794146358495,0.276761114616258,0.210557515608304,1585100.88664738,2405047.42296171,1450513.74102331,8839250.6940698,940727726.512074,1450513.74102331,2.32952095506862e-05,7.78319066204724e-06,1.08018709125722e-05,7.94020410978827e-06,0.000113703775707596,1.08018709125722e-05,3,4,3,2,6,15,107.854760751114,57.6656691965396,130.512805733024,33.2807654619211,115.855505938681,100899.805761597,96.8017696119239,0.0080906062292375,-93.1847972,145.727091950531,228363.2,1.02925757639778e-05,0.000138311596848467,37.36693,3.19894149570024e-06,3.46793830224845e-08,4.43253207949024e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,1
0.05,0.624,20,1.77,2.14,20,3.28,0.624,16,1.3,4.62,20,1,2.39,7,0.22,1.06,8,0.22,6.3,1,5.24,11,0,0.437412851839072,0.354140193562855,0.437412851839072,0.478840876754246,0.47911874804277,0.437412851839072,103158196.523124,170643222.01712,86891423.28984,631553062.613302,118747779.963313,86891423.28984,0.000119822908238015,9.63109897541029e-05,5.2710432376592e-05,5.04243022535074e-05,0.000617848209231181,5.2710432376592e-05,5,15,-11,6,10,15,107.299176310296,16.7106787803526,149.145873310433,38.0321976941603,118.605948017968,304440.801930053,94.3773140113661,0.00573273362949027,460.350000000002,163.827784625264,2717190,0.000107166696828194,0.000195230374227743,52.96634,9.64003093066601e-07,4.14431101891655e-08,2.07842445465456e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
3.49,4.67,20,5,0.18,20,0.22,0.478,17,2.33,8.3,20,1.11,3.85,2,0.22,4.59,14,0.96,4.8,1.91,8.57,17,0,0.752805741247531,0.448588484518313,0.752805741247531,0.523285353963893,0.415612384669682,0.752805741247531,124222265.525132,6748539.91120553,110425964.114325,34906347.5451399,22177449321.4945,110425964.114325,7.62385758808162e-05,0.000103240711531899,3.50096830188401e-05,8.29641746229491e-05,0.000906711076051129,3.50096830188401e-05,1,-7,15,15,-2,-15,108.802537435374,8.74713190714979,136.630471181167,34.8407701511976,112.903925685113,257510.885278069,97.1576881157636,0.00369944514538608,457.150000000002,160.747996198163,4022328,0.000173173324637102,0.000363891719514959,53.26506,1.12135363845335e-06,2.39620587128009e-08,3.76214162300936e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
0.05,0.624,20,1.77,2.14,20,3.28,0.624,16,1.26,5.51,20,1,2.39,7,0.22,2.05,8,0.22,6.3,1,5.24,12,6,0.437202647547647,0.354636962178579,0.437202647547647,0.555455235511925,0.478984922867209,0.437202647547647,103058493.543988,170275007.843615,86802894.6038124,245406649.116811,118647232.13425,86802894.6038124,0.000119658691290071,9.64130972479906e-05,5.26392328429535e-05,3.87590624182023e-05,0.00061720258776788,5.26392328429535e-05,5,15,11,6,15,15,107.710745910868,15.4085254699478,127.409980855667,32.4895451181951,115.693784637415,280281.73718923,95.1428582711283,0.00616643567398326,417.400000000002,166.800480927693,2317593,0.000107000251537936,0.00020499200423518,55.03605,9.59621897415972e-07,4.79897175559296e-08,3.07872360960637e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.763,20,4.02,2.14,20,3.28,0.366,19,1.26,5.51,20,1,1.92,7,0.22,2.05,8,0.22,6.51,1,5.24,17,0,0.419832000507655,0.330269404556332,0.419832000507655,0.555455235673283,0.478984905512721,0.419832000507655,140305962.790902,75789001.1231889,118762110.92445,245406649.265649,118647237.046578,118762110.92445,0.000128483801491365,0.000104499920275624,5.65957732614222e-05,3.87590624450361e-05,0.000617202575911407,5.65957732614222e-05,-5,15,15,6,-4,15,108.785922118935,15.0530767295683,169.766463517053,43.2904481968486,115.890407899263,273975.69370864,96.4749028504305,0.0044586051717481,413.750000000002,168.317062420488,3089859,0.000107062612956209,0.000977755534211003,53.72655,9.42416199830112e-07,7.06719246873488e-08,7.09335980486614e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
3.29,0.502,9,3.02,0.18,19,2.94,0.978,11,2.49,8.96,20,0.977,4.98,1,0.22,2.53,1,4.99,2.81,1.1,3.02,30,2,0.729877292354351,0.335611118004652,0.729877292354351,0.468772949835758,0.3087733400852,0.729877292354351,71647162.0000352,180813461.385165,63133870.0077952,79925328.417689,1788088150.53242,63133870.0077958,2.81752719873408e-05,6.05403898801637e-05,1.28832784498196e-05,3.70136135942847e-05,0.000659184686643307,1.28832784498197e-05,-7,15,13,11,10,-11,115.912498782488,13.5562531606275,218.644620990508,55.7543783525795,134.560764773687,140937.474250176,76.0608953405099,0.00453332391943786,397.600000000001,161.721604715961,2273137,6.1155833869005e-05,0.000166068199307414,61.5187,2.08603352453503e-06,1.3084161146204e-08,8.66428412682474e-07,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
4.16,1.16,8,1.98,0.18,20,0.22,0.73,20,2.52,9.66,20,1.22,6.51,5,0.22,3.86,15,2.09,4.52,1.65,5.03,24,4,0.57738895850943,0.445477873238843,0.57738895850943,0.398890456048512,0.369275482230815,0.57738895850943,28049814.1043246,103160043.522982,23694162.7612866,20538956.7846685,16292692765.8167,23694162.7612866,6.9165472121859e-05,6.25314346213613e-05,3.07733236905495e-05,7.79408353668713e-05,0.000631803178752951,3.07733236905495e-05,-2,-10,-14,5,2,-15,122.566159787293,12.0502202331865,154.205853272674,39.322492584532,129.346545863041,208971.410048,94.9234502112097,0.00435526159131361,390.100000000001,160.79758914655,2674193,0.00010201005166132,0.000359962695386309,55.41058,1.16517417601131e-06,1.59997597592998e-08,3.85603703745296e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
1.17,0.763,10,3.29,2.28,15,3.28,0.366,19,2.07,5.51,20,1,3.38,7,0.22,2.28,3,0.22,8.33,1,5.24,20,4,0.467118025019688,0.378370745151811,0.467118025019688,0.747189612945013,0.510179102313495,0.467118025019688,62830678.7113267,136317824.557476,52613182.0993692,341741999.887865,126313359.277205,52613182.0993692,0.000106000179688292,9.17518286395301e-05,4.65975740879904e-05,2.36463350633919e-05,0.000546075621622453,4.65975740879904e-05,-5,15,2,6,-4,7,113.315389702695,10.4581018647314,143.201491380116,36.5163803019297,130.438736376906,190097.610742788,106.081733865921,0.00461986522722519,367.850000000001,167.440453088259,2602983,0.000106923919285441,0.000287175195155683,60.0421,1.441949615387e-06,2.66720999064773e-08,1.06293152213333e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
4.35,0.831,5,4.09,0.18,20,0.677,0.98,18,1.37,10,20,1.24,3.85,4,0.22,5.4,7,1.18,2.96,1.5,6.4,12,10,0.573852742090197,0.427232622686891,0.573852742090197,0.564495761722621,0.397199049881481,0.573852742090197,76689745.3446568,173525888.424395,65203386.3129913,30490018.1672764,9645793053.37137,65203386.3129913,9.03280662478742e-05,9.16925264044059e-05,4.02131619664525e-05,5.40647575470891e-05,0.0010271526236312,4.02131619664525e-05,2,8,4,15,-1,-15,105.412993879186,14.7593694491924,162.738853250478,41.498407578872,107.712315012962,325655.619709402,83.924839886651,0.00738963279781718,361.800000000001,161.54772300112,3590724,0.000129790185075492,0.000231421846312624,70.89655,6.34184986343959e-07,4.81462878454408e-09,2.90011096770737e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.2,0.419,1,1.77,1.01,14,4.13,0.216,15,3.29,7.5,20,2.32,4.08,10,0.579,1.62,8,4.33,10,1.75,10,12,19,0.470926405360665,0.647986876625834,0.470926405360665,0.390517506717443,0.490039403713867,0.470926405360665,33142743.0326824,1886049413.35819,27246612.3971154,94684446.8379482,526847837.201138,27246612.3971154,0.000232375760673967,6.28085012145692e-05,0.000100827047016101,0.000165091653823894,0.00118081944656133,0.000100827047016101,6,9,-15,15,14,-6,112.750614391527,8.70488761582392,80.2807042587469,20.4715795859805,108.336404642916,301761.910711694,126.308372762854,0.00585591398611864,358.400000000001,160.360974069821,2782995,0.000203916482480854,0.00013220671527716,70.72919,8.4646305557011e-07,1.01710881705297e-07,2.60358655531645e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
1.27,0.624,20,1.77,2.14,20,2.85,0.624,16,0.526,4.62,20,0.792,2.39,7,0.22,1.06,5,0.22,6.3,1,3.2,13,23,0.395372041095535,0.328098849476207,0.395372041095535,0.476851302732935,0.450954111655418,0.395372041095535,78860228.39196,122750284.724863,66705471.0796152,625071779.862825,97966285.6270875,66705471.0796152,8.5431917243823e-05,6.35981180718309e-05,3.76804146188233e-05,3.11284169547609e-05,0.000421554950062175,3.76804146188233e-05,5,15,-11,6,10,15,105.05122001768,17.3763974456521,141.415945078936,36.0610659951287,113.869734873825,193685.297546369,93.4032406718311,0.00823446759649099,358.100000000001,160.913601079639,1576287,6.55674044777101e-05,0.000185680795466021,64.75939,1.40394571000019e-06,7.77478389418773e-08,5.12493400384173e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.763,20,4.02,2.14,16,3.28,0.366,19,0.985,5.51,20,1,1.92,8,0.22,1.89,11,0.22,6.4,1,5.24,19,11,0.408569477908693,0.329849356720607,0.408569477908693,0.505090500346428,0.498851159735495,0.408569477908693,130398838.21029,75707745.1057065,110512216.475782,233332467.684106,133760652.263091,110512216.475782,0.000133874963558188,0.00010415433788619,5.90179596350946e-05,4.53504126132104e-05,0.000571967833737903,5.90179596350946e-05,-5,15,15,6,-7,11,107.341484927242,15.8351391983997,161.817950317666,41.2635773310049,113.577510179835,288201.716051327,95.7110431455013,0.00525073278828024,354.350000000001,167.590329352287,2945109,0.00010705963432503,0.000578357814636203,54.4778,8.78568660223024e-07,7.90289215130136e-08,7.83494327039058e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
4.25,0.502,5,4.31,0.18,19,2.94,0.978,11,2.49,8.96,20,0.977,6.25,1,0.22,2.14,1,3.52,2.96,1.1,3.02,29,13,0.779739119135511,0.350594250679979,0.779739119135511,0.487361639972185,0.30877338165264,0.779739119135511,50931793.4995511,213489424.01587,45116361.6483874,123163544.085428,1788088017.91656,45116361.6483874,2.51570012007922e-05,5.88579404013198e-05,1.15535886930267e-05,3.49608629097053e-05,0.000659184705711344,1.15535886930267e-05,-8,15,13,11,3,-11,116.476148206745,11.0598309714986,196.177375715517,50.0252308074568,131.301349222912,114876.750361817,77.0866755023201,0.0051754368046468,347.400000000001,161.272578452522,2037664,6.10990884132891e-05,0.000153542221656978,63.03913,2.6059638835868e-06,1.06398701665844e-08,1.75342235053666e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
