MOSFET_0_2_L_LOAD0_NMOS,MOSFET_0_2_M_LOAD0_NMOS,MOSFET_0_2_W_LOAD0_NMOS,MOSFET_13_2_L_gm1_PMOS,MOSFET_13_2_M_gm1_PMOS,MOSFET_13_2_W_gm1_PMOS,MOSFET_1_2_L_gm2_NMOS,MOSFET_1_2_M_gm2_NMOS,MOSFET_1_2_W_gm2_NMOS,MOSFET_25_30_L_BIASCM_PMOS,MOSFET_25_30_M_BIASCM_PMOS,MOSFET_25_30_W_BIASCM_PMOS,MOSFET_28_25_L_BIASCM_NMOS,MOSFET_28_25_M_BIASCM_NMOS,MOSFET_28_25_W_BIASCM_NMOS,MOSFET_6_2_L_LOAD1_PMOS,MOSFET_6_2_M_LOAD1_PMOS,MOSFET_6_2_W_LOAD1_PMOS,RESISTOR_0,CURRENT_0_BIAS,gen,index,av0,av1,av13,av25,av28,av6,ft0,ft1,ft13,ft25,ft28,ft6,gm0,gm1,gm13,gm25,gm28,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.3,6,2.84,0.0982,15,0.12,0.06,5,1.1,0.06,1,0.854,0.0772,1,0.12,0.06,4,0.12,3.46,21.7,39,43,41.4794697831664,3.36557588711899,13.1269804297954,7.1952444741758,7.69260129203357,0.175759419697485,4917196836.04365,26185267458.8703,33014135084.0366,37156820415.3688,49275523960.5055,17934568401.5452,0.00148031559649651,0.000780465298740356,0.000603492203429609,0.000192306895074386,0.000195354171325608,7.1176534161643e-05,11.982784316293,56.6977001127238,52.5209004450528,3187872.0947308,21.0637554701553,607421669.895833,5.51034663156502,0.0683243936498922,-110.571564575512,17.8023146323816,562674200,0.000486969944979478,0.00109492446717893,49.29264,4.86956417906941e-10,0.000282972595163459,0.0404761057749036,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,1
0.236,2,1.22,0.0789,11,2.39,0.36,1,1.94,0.06,1,1.1,0.441,1,0.12,0.06,7,1.89,3.46,20.2,41,47,28.6057308147721,0.67777252319049,3.17337206296274,7.43412307312907,8.90813410250268,1.4901382214145,18617582033.8836,3627264694.34711,10978910471.8913,30311333237.8771,5628415930.79549,8840200046.08194,0.000760485102372064,0.000198460637437463,0.00182684795080012,0.000195268531034956,9.67373381887926e-05,0.000624653226243291,13.5341327730952,97.9760727266971,82.4271805568195,830293.814221484,19.3163378681663,1136332505.87565,5.37472250446477,0.1969306953097,-74.6745193950122,16.9319250090872,955995500,0.000527184608469491,0.000594867105310135,38.10529,3.27290553625307e-10,0.000265125574473165,0.0241996198191858,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,1
0.419,20,0.83,0.1,16,2.59,0.266,10,1.16,0.737,17,0.12,0.254,1,0.12,0.596,2,3.26,1.17,29.7,28,22,40.0340045039184,7.43681042536552,18.7768716129608,39.8678369500377,6.41934709491271,0.235820729111536,3125490835.53324,4893168466.23634,6269682413.24186,1217415154.95965,13556114982.7205,370563948.491613,0.00135401045708719,0.000939472727248179,0.001661853940254,0.000138852489722034,0.000141835839214951,0.00010945925628502,14.3892975827887,41.9882669783948,70.3489663979556,696144.651622918,22.6779410726196,530894197.69332,9.37327264086562,0.072964023559893,-57.4807861435427,21.6940273064961,889483200,0.00057472137283071,0.000456021898749715,46.60137,5.75001864697072e-10,0.00040453092567838,0.0392554880039016,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,0
0.419,20,1.08,0.1,8,2.59,0.4,10,1.14,0.429,8,0.12,0.136,1,0.268,0.4,1,2.16,1.17,29.2,31,55,40.8653034417972,10.2873900590462,17.9433443012673,31.3140115921829,14.8483351279723,0.348078859405753,2664994307.73764,2332819660.27927,10523405342.58,3752468967.86574,22550516965.3584,1135435579.86974,0.00145037003190646,0.000642978056527432,0.00153913357051587,0.000122036972688798,0.000263350318594013,7.47022713030119e-05,23.1249699388293,52.6113417074498,73.357994694136,17626.0792784052,24.2272161807507,586198598.066325,7.22559340123702,0.0223376485044892,-50.225472,37.2950734473371,817359000,0.000506457162209638,0.000616008204011512,24.6336,5.5427360645598e-10,0.000233572529953549,0.012076566388623,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,0
0.3,6,2.84,0.0982,9,0.12,0.06,2,1.1,0.121,1,0.12,0.121,1,0.12,0.06,3,1.89,3.46,21.7,37,9,38.9480600969065,5.0624071114002,12.2363762040326,11.7133004839102,10.4299010074719,6.68639894742425,3711197672.76721,36124442878.5572,35300090249.5405,37110731867.3228,31387138730.7296,14451420364.7949,0.00106039547238086,0.00043779004556148,0.000391884167146549,5.45203923935098e-05,0.000171377923537694,0.000436354047673031,37.3646763210812,195.848181096551,18.1767918870491,2413.80670830884,37.1755211144094,1376806819.75375,5.42946700883245,0.0509705477149213,-86.3495523,30.4271296827295,127782300,0.000319544086752446,0.0011548056290952,61.44627,2.11263917876985e-10,7.46051609308521e-05,0.0070818680830978,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,1
0.37,3,2.44,0.06,15,2.99,0.5,2,1.13,0.06,1,0.12,0.13,1,0.12,0.06,2,1.61,1.86,34.6,40,0,40.2881575528906,11.5220977811379,5.90864659040323,5.41830380367292,8.76362137986217,6.62779058431126,6624509646.78427,3296151668.69728,10208836537.7226,78928453820.5187,35093897953.9092,20709938396.6529,0.00116720648548129,0.000248445543040092,0.00233225216927158,7.56011348636517e-05,0.000208533894333729,0.000373163670852953,41.9286618781109,1.45429301366524,78.9599144934456,135.789347438685,37.5002047357566,17563461.9648334,4.83230793720764,0.0874811212703071,-4.593897,32.008631903779,953597000,0.000548953458978432,0.000424637023251037,57.75419,3.7013275613604e-10,4.64911648529595e-05,0.00392019641356139,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,1
0.278,3,2.44,0.06,19,0.892,0.5,2,1.2,0.06,1,0.12,0.06,1,0.12,0.06,1,1.61,3.46,24.9,47,0,37.266465951349,12.0068727557523,7.03391752361932,5.77805855015399,6.04186493474618,6.33703603682899,8488729422.05326,2449251390.29006,16585723656.2659,74981941627.263,61040671896.8874,22887879774.2613,0.00110322742714148,0.000188699691995206,0.00155382877895442,7.13285037199842e-05,0.000208150005801593,0.000209663933567475,53.4526169408039,0.95886529542957,119.237855296529,8.41655310391359,42.2093048393381,8445074.12232769,5.13740012068361,0.0764929400753775,1577,39.6315070452522,1050171000,0.000400334653251141,0.000476369251286888,50.53052,4.67225941754149e-10,1.80184386148888e-05,0.00253849158759889,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,1
0.295,2,4.05,0.06,6,2.7,0.339,2,1.33,0.06,1,0.12,0.06,1,0.12,0.06,5,0.12,3.46,18.5,41,0,39.0420291879383,5.6708188949539,7.09618212099203,6.13188432058392,6.40488015930747,4.07802422508295,6640687011.17849,4035067230.49064,14555861760.5835,70397068494.6736,52996538749.6972,36698644778.4564,0.000976769761805368,0.000234218974388474,0.00123948675926906,6.63607795940193e-05,0.000177048958513103,0.000162240855908627,47.7892240170751,1.66084417635326,146.476777487421,11.0089841692643,39.9010257501576,12015170.3011015,5.12781434921351,0.066518373114723,1786.5,36.5411531679697,1059668000,0.000328835246780764,0.000530132760297287,51.13842,5.47941850388029e-10,1.3710035200839e-05,0.00291194487493757,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,1
0.285,2,4.05,0.06,8,2.9,0.339,2,1.33,0.06,1,0.12,0.06,1,0.12,0.06,5,0.12,3.46,18.5,52,0,38.5810466587278,5.80944099167178,7.15201138845357,6.1318843198435,6.40488015814225,4.11039428578719,7041923610.65842,4031510414.78774,11530250506.5559,70397068504.9243,52996538763.0342,36625767600.3581,0.00100296147745203,0.000233719048298768,0.00136575963586936,6.63607796051256e-05,0.000177048958565323,0.000161810324214393,47.4988363903636,2.71006393558821,149.456148165595,8.37091249391272,40.6609543016412,19869763.0466425,5.19350363434936,0.0628039747453218,2223,37.2267804800768,1095789000,0.00033326558673186,0.000500404279868587,50.1698,5.71480783909014e-10,1.26534591537342e-05,0.00271523573303056,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,1
0.166,3,2.4,0.06,10,1.91,0.277,2,1.13,0.06,1,0.12,0.06,1,0.12,0.06,7,0.12,4.82,16.6,59,0,25.4694664969041,12.6437221427783,7.45778945656132,6.25932174934174,6.5221593157481,5.95000582248966,13885937225.9222,4948552699.5447,12522095751.4999,68594850492.2063,50184056840.0708,26426067894.7501,0.00107194945667874,0.000191645535323502,0.00124006097299095,6.44086004911991e-05,0.000166370053122674,0.000152835476269855,57.8238979075662,2.33454143816779,163.757930094251,1.96981913316475,45.5712406496862,14950306.6523621,5.52550812143101,0.0656362395379304,2313,42.595408579204,1048699000,0.000291089025955573,0.000499321743326791,51.67092,5.03523368290143e-10,9.75202070196385e-06,0.00226794675076086,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,1
0.5,20,0.83,0.1,20,3.33,0.4,10,1.11,0.429,8,2,0.4,8,0.12,0.4,4,1.56,1.17,29.7,16,0,42.5785758503462,2.73721114389482,17.9517940855246,54.5745002297063,27.4014588960396,0.0805722377067798,2745574255.77145,2249786900.76069,5142912084.78317,1045182936.92487,2952876648.55138,357321286.92675,0.00145394920394866,0.000645556168445405,0.00211927193743738,0.000383790173925369,0.000328887458100483,7.13510191135999e-05,21.3289382988316,16.6074010366827,29.3850362091493,148376.487761632,24.3067841756935,227416275.691673,16.2837956263274,0.0710282083191203,-52.0207232085332,32.2851168415039,402389000,0.000622439562800818,0.00034633489521768,46.44471,1.24344617133712e-09,0.000382094932634354,0.0404931553730352,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,0
0.297,20,0.83,0.1,20,5.01,0.4,10,1.11,0.429,8,2,0.4,1,0.273,0.4,4,1.56,1.17,29.7,25,0,35.412057866363,18.3703427238988,18.6045119520316,54.7585811961824,17.9611072295658,0.0972018400542606,5679945600.36906,2681205253.6425,4453140227.08743,1032694872.96409,5622669496.45272,391661691.638216,0.00176944633177097,0.000724356291534326,0.00268350156367755,0.000377833135191406,0.000176443429101723,7.79317933641559e-05,25.3422060358569,15.999671382179,38.7090228200417,10352.4434918527,29.057704688332,216547730.320209,16.0708556088343,0.037270493618407,-1.9719018,32.4703404557214,523907700,0.000615205051141374,0.000294097373563979,49.00409,1.40587701698802e-09,0.000143419637313311,0.0208831363034539,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,0
0.419,20,1.08,0.1,8,2.59,0.4,10,1.11,0.429,8,1.54,0.136,1,0.12,0.4,2,1.56,1.17,29.2,24,0,42.5761410609836,23.5233258028885,18.3347611601829,52.3521321874467,9.21693811446471,0.106537327779699,3014127884.80238,2226567473.21738,10427161111.1307,1170524650.01599,31206950814.3212,466158852.705327,0.00167398641242073,0.000576963774819106,0.00151952045220169,0.000342049536953807,0.000190690058195702,4.6422946810898e-05,10.9656832449884,17.4837305219127,40.8850232673182,2060910.66763018,14.9907216498396,211926811.759333,14.0867739386987,0.0948287249189598,-39.6649626089447,30.0951515779278,495582600,0.000550971480947855,0.00041739677905958,61.59949,1.47364972491698e-09,0.000395929993295708,0.049327614300382,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,0
0.409,18,1.08,0.1,16,3.13,0.163,4,1.11,0.429,3,2,0.495,8,0.12,0.487,2,1.56,1.17,28.8,36,0,41.6304549935647,8.12258202735895,18.9200975830169,46.0367224755633,28.3460278657182,0.139786353738112,3176892078.4025,11339795879.3803,6050220849.86804,1573793972.56614,2169023168.59505,403809633.9565,0.001553745629514,0.000543968072176841,0.00192192402787959,0.000243166238228933,0.00029814229088356,4.82479115408199e-05,23.7402363504707,21.523573716837,46.7563215043748,17216.4523089377,25.9931611437438,249599051.413606,11.1961707739745,0.119705843396852,1773,39.3011727579118,542211700,0.00052711559786264,0.000383557251417677,51.34349,1.26683040532205e-09,0.000235599351063137,0.0198005492507177,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,0
0.164,17,0.923,0.1,20,4.38,0.171,10,1.11,0.468,5,1.67,0.4,8,0.12,0.906,5,3.48,1.17,28.4,46,0,24.1322609625336,3.7768995431999,19.6961869603455,49.7791947723184,27.7111533781147,0.144174866024545,11698972852.885,7548271424.49947,4767500528.02397,1200581690.12928,2868836919.16032,95074937.5663391,0.00193326546644105,0.000920358120102198,0.00253157621834487,0.00027284556689569,0.000317993859807041,0.000113798695118882,38.6991670389124,26.7140288990334,47.7896627770967,168.540458176488,37.9565417302469,340090601.977655,13.8085353314535,0.0473724736292122,2663.5,41.9997556747531,608400000,0.000578672119607401,0.000376530120961454,54.17713,1.12900004120536e-06,7.9426075321298e-05,0.00365707118587522,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,0
0.211,20,0.923,0.1,20,4.38,0.171,10,1.11,0.468,5,1.67,0.4,8,0.21,0.906,5,3.48,1.17,29.1,40,0,30.0668827197987,2.23196847918307,19.5064428445391,49.5445929894055,32.1620851931698,0.142691140758888,7917041251.61745,6975319532.65745,4832089411.41814,1212708426.62235,2146589599.57993,95306770.7042515,0.00191077819551471,0.00087190773036595,0.00257348647745434,0.000276349482154657,0.000365839597709348,0.000114152725816219,44.203705661689,27.0058668171679,40.8629499100531,54.4979786076484,40.6947897468795,352806443.286731,14.1604773930825,0.0470576441016349,2281,40.0957103953809,533836300,0.000593821210094933,0.000366996336836345,54.00718,1.30799366924666e-06,5.79037046886099e-05,0.0020764020560905,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,0
0.3,3,2.44,0.06,14,2.16,0.5,2,1.13,0.06,1,0.12,0.3,1,0.12,0.06,2,2.03,3.46,34.6,29,0,37.5597256884681,17.3311449627615,6.38032801877191,5.57245058694768,9.24379172276147,6.790218129111,9011688105.89507,3165425760.74872,13768730031.6516,77333239624.6839,11801791841.0242,16325128022.0781,0.0012932547044268,0.000235316565821664,0.00220352668003725,7.38746304847674e-05,0.000143209856648604,0.00035707045740193,45.7962305632577,54.5832816520926,107.243519289844,53.6927697084098,38.9700036173451,645244423.834227,5.40222176516292,0.0648675368444407,-28.281768075,34.4459804955783,1267756000,0.00053733104908214,0.000443470400457644,37.74726,2.62175788952248e-10,3.45920675653638e-05,0.00350596843841317,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,1
0.295,2,4.08,0.06,6,2.7,0.339,2,1.33,0.06,1,0.12,0.06,1,0.12,0.06,6,0.806,3.46,18.5,37,0,38.9039921341678,5.39123395360728,7.08100405314671,6.13188432439711,6.40488015160536,6.47465344193918,6609139809.92946,4045189535.12324,14627074835.4034,70397068441.8824,52996538736.8925,12275212378.7216,0.000978521550894538,0.000235460848400575,0.00124656215613301,6.63607795368224e-05,0.000177048958482627,0.000319422081353705,45.5313134755166,104.669456419052,151.390331171471,46.1940192548911,38.5099612292963,756409570.953907,5.18055981530954,0.0436146895760675,-9.97971480000001,35.51426187834,1094045000,0.00032848410989664,0.000590247383302307,44.95974,2.61050296081823e-10,2.68437623199116e-05,0.0045534819598248,"HSOTA_CS_Pin_2",65,1.2,0.4,0.05,1
