MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av10,av11,av17,av21,av23,av8,ft0,ft10,ft11,ft17,ft21,ft23,ft8,gm0,gm10,gm11,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.3,1,0.3,0.15,3,1.41,0.3,1,1.374285,0.3,2,1.04,1,2,1.01,1,2,1.74,1,1,0.3,3.029938,2.928524,10,3,500.4986,172.0086,84.1329,215.712,176.2145,84.15753,94.10314,287249400,6250966000,12498220000,220968000,520454100,12374060000,4576805000,1.712343e-05,9.937878e-06,0.0001725657,3.231212e-05,5.068295e-06,0.0001381291,3.400136e-05,72.2769436220608,950.790153732645,2521.37867252331,0.0430784857418831,62.9482411118346,924128.785644498,57.8196097141792,0.076348186669526,779.5,96.5081201811017,2450676,0.000114348085304012,0.000328237161771696,74.77426,2.55752790463651e-07,2.20367777701513e-06,0.000628771866965527,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.3,0.15,3,1.59,0.3,1,1.410457,0.15,1,1.041875,1,2,1.07,1,1,0.3,1,2,1.85,2.667822,1.386889,13,1,438.0531,124.4591,53.3448,330.9775,147.0632,63.05197,55.06745,257853100,5405613000,11335610000,416677200,208052400,11375820000,9426470000,1.424225e-05,1.056791e-05,0.000190378,4.763664e-06,0.0009846406,0.0001048727,3.830793e-05,90.6193263577875,1102.3299886992,3477.26582206918,0.00325900404995718,74.0389279635721,536630.088334693,54.1610501892273,0.0737054878073357,890.5,97.4075053035941,1692783,5.72722798218412e-05,0.000351346918068219,71.26968,3.88092473664129e-07,1.11690264382402e-06,0.000322326744181645,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.4748781,0.15,3,1.654278,0.3,1,1.795842,0.15,3,0.6950278,1,2,1.4,1,50,2,1,1,0.9339885,3.198494,2.376861,15,7,625.9705,192.6531,43.63338,166.8373,89.99558,48.53911,58.58574,272319300,6396868000,11727280000,212465900,1417972000,11481360000,8841829000,0.0806565,2.850094e-05,0.0004454058,0.1419951,6.373095e-06,0.0003133657,9.84349e-05,92.7337034329522,1075.69269498403,3278.0011588934,0.00577908112870776,67.8599546971911,763898.073395666,64.880498681422,0.0761953103356826,721.5,96.6197759408732,2327857,8.35465017053921e-05,0.000332417983471018,63.45553,3.35140788505938e-07,1.06268688972067e-06,0.000441787292639106,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.5590773,0.15,5,1.934946,0.3,1,2,0.15,3,1.239465,1,3,1.4,1,40,2,1,1,0.9339885,2.508737,2.376861,17,16,499.443,142.7555,31.70573,71.6397,175.5884,47.77145,58.43332,260281500,5273615000,11548610000,501007100,1546683000,12070870000,8356281000,2.072333e-05,1.333048e-05,0.0005961456,0.1419952,2.244404e-05,0.0003394109,0.0001008135,89.4207409193688,1121.5712224502,3307.9740499648,0.00916940451555431,69.1631502496697,1181364.84703121,57.7132309023676,0.059602309564269,606,96.7487384444313,3484330,0.000123919102834241,0.000391428391882971,61.87111,2.23153952735451e-07,1.19882759702872e-06,0.00042153159331193,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.3,0.15,2,1.76,0.3,1,1.127576,0.15,1,0.9145965,1,2,1.04,1,2,1.21,1,1,1.91,2.667822,1.386889,15,11,509.0247,49.78569,62.14247,16.49991,176.1431,64.69839,35.13281,223692900,5586147000,11389990000,128838700,201406900,11319600000,9715789000,1.349865e-05,9.975275e-06,0.0002256886,1.451895e-05,1.557546e-05,0.000136932,3.65078e-05,88.0642767005287,1350.31509845272,3792.94216396003,0.00497105288400233,70.1099231048248,546751.739092524,54.2576152235794,0.0861932321625115,673.5,95.8780005113952,1535788,4.76360918163409e-05,0.000324836573239535,69.99143,4.55284631352324e-07,1.35529308510796e-06,0.000411752463720161,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.2681236,1,0.3,0.15,3,1.759415,0.3,1,1.743935,0.15,2,0.8178284,1,1,1.07,1,2,0.3,1,2,1.734945,2.422249,1.386889,24,32,317.2959,95.9048,61.41017,215.7332,25.47217,47.43812,53.64507,420193400,5464223000,11142490000,433580900,431259100,11025330000,9458648000,5.388673e-06,1.250948e-05,0.0001378479,8.501015e-06,0.0004218123,0.0002188528,4.230373e-05,87.6658906743945,1346.04628485185,4212.50173003752,0.000349724672478158,78.0558254506695,651217.084930176,51.569516115337,0.0742623127180209,590,98.2347830886841,2038008,5.69176376472819e-05,0.000343630190368137,69.23542,3.48163552279212e-07,3.03053872418579e-07,0.000152241730004499,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.3,0.15,2,1.59,0.3,1,1.410457,0.15,1,1.041875,1,2,1.07,1,1,0.3,1,2,1.85,2.667822,1.386889,15,5,381.2531,114.7893,46.93622,265.3775,123.8724,56.36969,48.66744,274154600,5529463000,11366820000,431630700,241142800,10870640000,9901987000,1.480821e-05,1.112725e-05,0.0002076042,7.696968e-06,0.0007930458,0.0001290688,3.912944e-05,90.2956825057428,1295.21503854697,4428.99034516653,0.00244276970951613,73.9217867238963,482232.508097385,54.158848377712,0.0856461055885078,744.5,97.9127826486871,1648995,4.38021753595427e-05,0.000323582091563458,66.08156,4.64328795515511e-07,1.15529545534732e-06,0.000327292935885848,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3492108,1,0.3747974,0.15,2,1.59,0.3497394,1,1.548388,0.2869687,1,1.887961,1,1,1.094588,1,1,0.3,1,1,2,2.539367,1.811557,24,58,59.03003,62.97068,29.21113,106.1989,22.64451,30.77347,48.95659,381211000,3869544000,11783200000,503827900,262782300,10592460000,6005143000,0.005268221,1.009829e-05,0.000230009,0.1318151,0.08682666,0.0002247527,1.2701e-05,90.176969990286,1246.47519796599,4554.63328010726,0.000681872104553419,78.4131904376753,602481.872344629,52.7490317827505,0.088373809926273,511,100.633259092358,2201475,5.68645251758733e-05,0.00029276164019139,65.84593,3.74131030337914e-07,6.48881407657176e-07,0.000189693075161146,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.3,0.15,2,1.76,0.3,1,1.127576,0.15,1,0.9145965,1,2,1.04,1,2,1.21,1,3,1.91,2.667822,1.386889,10,1,597.8247,149.3957,71.76534,269.2999,211.7001,73.58202,72.73286,212005100,5779952000,11309290000,204200200,117756600,11238480000,9582120000,1.265048e-05,9.10091e-06,0.0001457097,1.898436e-05,1.367469e-05,0.0001168583,3.543155e-05,88.8797666524026,1408.86856614165,3898.64134832423,0.00405709947374718,70.4450471619672,551475.524967993,54.3279744675798,0.077129227253242,907.5,94.6854332494932,1526051,4.60507637723271e-05,0.000317957637750624,66.40432,4.40093795172443e-07,1.22159223695739e-06,0.000393913521866573,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.3,0.15,1,1.59,0.3,1,1.410457,0.2703158,1,1.041875,1,2,1.07,1,1,0.3,1,3,1.85,2.806562,1.386889,16,24,526.8531,107.6212,42.13042,212.5775,183.7262,51.47844,52.27643,272639200,5389956000,11387790000,540762800,108697500,10100380000,8805183000,1.526098e-05,1.116727e-05,0.0001939713,1.004361e-05,0.0006402626,3.138359e-05,3.829538e-05,84.9430882442082,1518.68361483675,5130.30303349807,0.00211017283277421,72.6610864412874,383135.61911969,55.5696043322989,0.122866806426131,609,97.5235609914572,1294280,2.96801639785973e-05,0.000267538370534168,58.24117,6.28442013113818e-07,1.24218577156554e-06,0.000352721703885117,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3930457,1,0.6569665,0.15,2,1.76,0.3,1,1.52758,0.15,1,1.097436,1,2,0.9018172,1,2,1.21,1,1,1.91,2.667822,1.386889,18,5,478.6179,137.8292,54.21463,64.49988,147.3527,54.97314,48.72909,340654600,4847746000,11126150000,122611200,319223500,10668880000,9112341000,4.077662e-06,1.192418e-05,0.000396423,2.358762e-05,2.490002e-05,0.000264627,3.782114e-05,91.1857845615369,1533.56684498604,4627.66915122136,0.000541313220229406,76.3124178884162,537597.02025971,54.2403996653589,0.087525353760571,709,98.1274346322234,1622245,4.12415725291869e-05,0.000284161222414982,70.39937,4.80564770019983e-07,5.48138188648517e-07,0.000200171551165584,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.9337552,0.15,4,1.59,0.3,2,1.410457,0.15,2,1.041875,1,2,0.3,1,2,0.3313992,1,1,1.749383,2.667822,1.386889,23,16,327.8385,109.9086,42.34854,106.1243,188.1671,86.71602,58.33828,426882400,4164458000,10470540000,405692000,495954100,9385159000,8809935000,1.394052e-05,1.408394e-05,0.0003131153,0.01500574,5.530133e-06,0.0001889197,0.0001591988,77.1325207982886,1598.8378935743,5289.97482577539,0.00147075877850369,77.4044621475029,586148.850680095,54.0453701861686,0.0748573263162602,646,102.20094882356,1939354,4.3130506596353e-05,0.000271177579577823,74.8459,4.09219381983529e-07,1.4370043050832e-06,0.000181489070772756,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.6564694,0.15,1,1.297688,0.3,1,1.127576,0.15,1,0.9145965,1,2,1.04,1,2,0.3,1,2,2,2.667822,2.025764,20,33,445.3252,114.2916,42.14949,25.35567,304.0285,43.51982,47.05248,322330200,5056306000,11201110000,351389500,218388400,9994247000,10449930000,2.174438e-05,1.035926e-05,2.199546e-05,7.091946e-06,2.330073e-05,0.0001100881,2.958192e-05,88.3058012821037,1708.89198398858,6104.72451419049,0.000347883052138086,76.7413071775596,476505.933805028,54.1765853830785,0.119793689894528,589.5,98.386521474818,1702236,3.28046021336452e-05,0.000242272518434843,48.32536,5.61082280910365e-07,4.92586560617569e-07,0.000206153033421197,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3732057,1,0.7600554,0.15,2,1.302835,0.3,1,1.615802,0.15,1,1.600763,1,2,1.324061,1,1,0.3,1,2,2,2.971481,1.580517,24,40,318.2302,122.041,40.58365,224.5876,34.32666,22.59736,48.81504,258270700,4605391000,11059810000,346294600,330978100,10220060000,9623575000,0.02004652,1.183255e-05,0.0002736627,0.02373055,0.0005869453,0.0002423886,1.147536e-05,95.0876741218784,1506.73284833491,5864.15562612105,0.000346269870383372,79.5038026577621,460264.864319471,57.1740086228663,0.0825673208048391,559.5,100.675470642394,1791336,3.5937895444993e-05,0.000242481494168289,61.26082,5.46955006838305e-07,6.62255674082624e-07,0.000186070653684922,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,3,1.127026,0.15,2,2,0.1939058,1,1.674832,0.15,1,0.9145965,1,10,1.04,1,2,1.154319,1,1,2,1.993119,1.386889,24,29,269.8684,41.59544,48.99353,39.70252,143.3895,43.48881,20.73126,95832130,4382806000,9431947000,175101600,120093100,10027580000,10064660000,0.1499625,5.047378e-05,0.0001132218,7.344091e-06,6.042315e-06,0.0001949717,1.546595e-05,89.1899818816023,3464.52680694869,9957.78252772545,4.65875456628289e-05,79.9829915960505,665117.737669833,47.7082856429449,0.0957267941157248,596.5,99.0299858682946,1911689,2.25858104059907e-05,0.000228684965138207,52.4147,4.56795830734726e-07,1.96620966476102e-07,0.000126618218641683,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
