MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_11_1_L_gm2_PMOS,MOSFET_11_1_M_gm2_PMOS,MOSFET_11_1_W_gm2_PMOS,MOSFET_12_1_L_gmf2_PMOS,MOSFET_12_1_M_gmf2_PMOS,MOSFET_12_1_W_gmf2_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_18_7_L_BIASCM_NMOS,MOSFET_18_7_M_BIASCM_NMOS,MOSFET_18_7_W_BIASCM_NMOS,MOSFET_22_2_L_LOAD2_NMOS,MOSFET_22_2_M_LOAD2_NMOS,MOSFET_22_2_W_LOAD2_NMOS,MOSFET_25_1_L_gm3_NMOS,MOSFET_25_1_M_gm3_NMOS,MOSFET_25_1_W_gm3_NMOS,MOSFET_59_2_L_HSBCM_PMOS,MOSFET_59_2_M_HSBCM_PMOS,MOSFET_59_2_W_HSBCM_PMOS,MOSFET_60_2_L_gma_NMOS,MOSFET_60_2_M_gma_NMOS,MOSFET_60_2_W_gma_NMOS,MOSFET_9_2_L_gm1_PMOS,MOSFET_9_2_M_gm1_PMOS,MOSFET_9_2_W_gm1_PMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,RESISTOR_0,gen,index,VDS0,VDS11,VDS12,VDS17,VDS18,VDS22,VDS25,VDS59,VDS60,VDS9,ft0,ft11,ft12,ft17,ft18,ft22,ft25,ft59,ft60,ft9,gm0,gm11,gm12,gm17,gm18,gm22,gm25,gm59,gm60,gm9,gmid_offset0,gmid_offset11,gmid_offset12,gmid_offset17,gmid_offset18,gmid_offset22,gmid_offset25,gmid_offset59,gmid_offset60,gmid_offset9,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.85,62,1.01,0.28,1,0.461,0.293,15,0.99,0.85,14,0.95,0.85,17,0.99,0.85,157,0.785,0.85,487,0.553,0.458,1,0.611,0.181,17,0.965,0.24,272,0.972,1.56,1.56,5.2,2.5,32,36,0.051040702933948,0.704594279339259,0.580496323825942,0.407999540808172,0.0549012547564324,0.175106314698629,0.299231885724644,0.485540841528496,0.316082526604024,0.0549948734880428,75471083.2784836,6368615655.75299,5597461986.6637,109854224.317684,79031729.1963825,61409420.4508926,298383445.518972,2628199097.71812,1344077998.89763,79114751.1254955,0.000229686384568964,5.28143225500629e-05,0.00153667248117184,0.000115356492999098,0.000119090542676082,0.000125471169498498,0.00274743436600994,4.86771590293241e-05,0.000142216018121425,0.000119188437459252,15,15,15,15,15,15,15,15,15,15,75.8466126397268,2243.66861035089,8941.96277549852,80.4776649794866,38.6574665125802,3078651.33337683,67.6689226011468,0.00375004402521386,954.600000000003,109.603360050893,12269720,0.000228691774353682,0.000356609245347323,41.03994,3.40079269031764e-07,3.78306232368647e-06,0.000437852485858481,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,2
0.85,35,1.05,0.28,1,0.461,0.245,15,0.999,0.85,10,0.95,0.85,17,0.99,0.85,102,0.785,0.85,486,0.597,0.366,1,0.513,0.218,17,0.978,0.369,548,0.43,1.56,1.56,6.6,2.5,33,57,0.0454304171287381,0.676439070476818,0.580295563837906,0.388693974471022,0.0565078092047615,0.203181442320789,0.299256429364263,0.48800551408598,0.327977537053093,0.0565953816915905,77890741.5011202,7065653438.96747,9343047105.31092,141787884.768447,90320160.2212005,99597206.947994,375496573.849137,4379857201.71637,1262617666.86201,90408832.70132,0.000261332890521167,6.06725350737745e-05,0.00228995788392364,0.000119790577551746,0.000146724224603406,0.000153535807886332,0.00413918943072611,5.58260561072135e-05,0.000161305569289262,0.0001468344559126,15,15,15,15,15,15,15,15,15,15,59.4477082144015,1577.83513337536,6566.04029251362,59.0943626326226,42.6490593503913,3295160.85382335,66.1234480120328,0.00405841131225311,925.600000000002,106.74027522152,13712560,0.00034806771887654,0.000406432306996074,62.10688,2.48126834315775e-07,3.18013630192154e-06,0.000485118586243172,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,2
0.85,62,1,0.28,1,0.461,0.245,15,0.99,0.85,13,0.95,0.85,17,0.99,0.85,102,0.785,0.85,486,0.63,0.385,1,0.513,0.181,17,0.965,0.369,156,0.531,1.56,1.56,6.6,2.5,31,38,0.0507462031358767,0.676285604275719,0.580293421513584,0.383031667803021,0.0565224263275763,0.203333562722999,0.299260777250035,0.5072510253585,0.292731577472684,0.056602169202073,84315993.8066129,7076650618.90067,9358833810.12381,130855620.258748,90507297.2727352,99836045.3135584,364722560.53291,4167038092.13764,1594269737.85352,90588247.8023579,0.000278745864338573,6.07972143910857e-05,0.00227443059338447,0.000138347577881423,0.000147227706121862,0.000154044591255299,0.00417030380625193,5.66637814366922e-05,0.000176830833663269,0.000147328445131311,15,15,15,15,15,15,15,15,15,15,76.3023118458577,1478.82990758185,6820.35489415065,61.3831940473559,31.1496834375984,3087308.76770783,66.7870265695367,0.00353269294137769,923.400000000003,105.959497502693,14238650,0.00034794499262327,0.000356486876754323,57.42707,3.40279289825143e-07,3.40373148370848e-06,0.000442528054530877,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,2
0.85,62,1,0.28,1,0.461,0.252,15,0.99,0.85,13,0.95,0.678,17,0.99,0.85,102,0.785,0.684,486,0.63,0.385,1,0.513,0.181,17,0.901,0.369,156,0.531,1.56,1.56,6.6,2.5,32,47,0.0447882295630024,0.676195333179144,0.580382394238212,0.388764735606015,0.054919301125373,0.20342303823339,0.299188378613018,0.503379442579531,0.306246676176098,0.0549881080033417,106280141.506729,7083139042.28638,8788675217.40233,122456741.012102,121503057.161313,99976685.6716572,486879534.37539,4115705738.27049,1642555112.94555,121596584.180944,0.00027066778438208,6.08707957146273e-05,0.00218981857188962,0.000125321174046998,0.000150673530547797,0.000154344533270797,0.00424090809296758,5.57690197978294e-05,0.000171094082436627,0.000150764924272962,15,15,15,15,15,15,15,15,15,15,63.5507015957841,1457.17416118642,6518.08586668124,58.6627728001312,31.2961130311377,2942008.84063544,66.250492918921,0.00389955297645872,868.000000000002,105.939925473808,13159900,0.000336497050135275,0.000357997442023892,59.23199,4.38653149817013e-07,4.2708356452803e-06,0.000474697262608681,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,2
0.85,62,1,0.28,1,0.461,0.245,15,1.31,0.85,13,0.95,0.85,17,0.99,0.85,102,0.785,0.85,486,0.63,0.385,1,0.513,0.181,17,0.965,0.369,156,0.531,1.56,1.56,6.6,2.5,32,54,0.0507455176048064,0.676385136811653,0.580295719308904,0.383284647920475,0.0565224162003422,0.203234906282052,0.299255090396899,0.507250743975844,0.292731867004582,0.0566021590607923,84315134.761484,7069494466.85902,9324836529.86162,130855621.364723,90507192.6499865,99681110.0133744,420836597.201084,4167034370.69175,1594267305.01068,90588143.0590041,0.000278743364994352,6.07160783352252e-05,0.00299518278729901,0.000138346006723751,0.000147227427467412,0.000153714457855089,0.0051582653848398,5.66637165002035e-05,0.0001768304846651,0.000147328166270768,15,15,15,15,15,15,15,15,15,15,77.5888503930759,1318.46230139134,5235.81873973351,47.1223686576016,31.0961698935849,3489546.10608416,66.7958300944004,0.00352442176505668,841.200000000003,105.440825873695,13857530,0.000441113118719401,0.000356204773738295,67.8244,2.98095227677393e-07,3.38990804626849e-06,0.00044139222064371,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,2
0.85,62,1.01,0.28,1,0.461,0.321,15,0.99,0.85,14,0.95,0.85,28,0.99,0.85,157,0.785,0.85,487,0.63,0.458,1,0.611,0.181,17,0.965,0.24,272,0.972,1.56,1.56,6.6,2.5,23,7,0.0402294697164626,0.694581136225836,0.580577770110888,0.393802187249662,0.0533764013994371,0.185038856524822,0.299117241185137,0.505957839616678,0.313077587528621,0.0535014527733139,56024534.239043,7084053883.09843,5077850625.31473,109167566.909193,67407689.9500361,73570207.2525529,298747713.990263,2815071205.47078,1514408897.53121,67501916.8511985,0.000265188609295625,6.08287755275101e-05,0.00156827338601187,0.000114252694314902,0.00015433856022838,0.00015772035552627,0.00308721955819049,5.32153590848702e-05,0.00016512908188846,0.000154511899525206,15,15,15,15,15,15,15,15,15,15,80.9666745436552,1816.9510478214,7644.15819530656,68.797423757759,31.9064038904187,2846340.85594376,68.3825163035114,0.00428736086340806,-0.561280499999995,108.310517885213,11974940,0.000261091317361636,0.000395093222747114,39.77322,3.3089045662822e-07,4.93947979547049e-06,0.000492433543123005,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,2
0.85,62,1.01,0.28,1,0.461,0.293,15,0.99,0.85,14,0.95,0.85,17,0.99,0.85,157,0.785,0.85,487,0.63,0.458,1,0.611,0.181,17,0.965,0.24,272,0.972,1.56,1.56,6.6,2.5,20,3,0.0524675798433325,0.694623059416947,0.580385295397602,0.381659725956606,0.0565227568010592,0.184997311596698,0.299269142509805,0.515599598318165,0.284560517004364,0.0566020748656156,86231820.9794302,7080953241.50367,6235483815.02375,127329169.204538,90510186.8552335,73516252.9589583,318995420.916421,2902009219.65132,1592367559.04326,90590709.2412535,0.000283678397338933,6.07936418392848e-05,0.00177409410131207,0.000143147492533519,0.000147235321265469,0.00015757110222982,0.0034126619494537,5.5343311647673e-05,0.000176769508413479,0.00014733552907679,15,15,15,15,15,15,15,15,15,15,80.0679017425037,1823.7055884419,8408.85669745201,75.6797102770681,30.7331015031534,3162863.40903741,67.9040296006062,0.00352795212245273,-6.18443099999999,108.855018569528,14583530,0.00028905098764138,0.000341085091941086,37.50124,2.82073687652536e-07,3.29860492230522e-06,0.000420241830204393,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,2
0.85,62,1.03,0.28,1,0.461,0.293,15,0.99,0.85,14,0.95,0.85,17,0.99,0.85,157,0.785,0.85,487,0.63,0.471,1,0.611,0.181,17,0.976,0.24,272,0.972,1.56,1.56,6.6,2.5,28,36,0.0524609016020696,0.694620046419948,0.580360495147717,0.381644734840953,0.056523066866095,0.185000297542949,0.299293918781644,0.52065280824778,0.279464747000024,0.0566022711478831,86227798.3211216,7081175040.50196,6235664250.30522,127321159.887024,90514025.4468463,73520129.9342031,319007431.638215,2769860756.27435,1578533474.62765,90594436.4570981,0.000283678723652192,6.07961549923846e-05,0.00177416448051485,0.000143134497035472,0.000147245643901981,0.000157581825216525,0.00341285205146138,5.44615249158622e-05,0.000176947927741167,0.000147345715265695,15,15,15,15,15,15,15,15,15,15,73.269804702138,1813.49000491969,8395.50075743343,75.5595068169009,29.1735083424635,3144898.76331075,67.9667037305768,0.00340471829468469,-6.5320695,108.916192668748,14559220,0.000289028223184686,0.000339645804589636,37.36078,2.78943674323211e-07,3.24662528708802e-06,0.000415054286213523,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,2
0.85,1,1.28,0.36,1,0.504,0.188,7,0.551,0.85,8,0.697,0.85,19,0.163,0.85,24,1,0.85,2,1.86,0.32,1,0.71,0.85,314,1.24,0.04,7,0.168,1.56,1.56,1,2.5,51,2,0.0424148094651213,0.699562525971798,0.580287327599363,0.526166601214925,0.0538130463196369,0.180381144454895,0.299448192857415,0.302878349560185,0.466009249993041,0.0538446876027426,62390394.2527501,1828747321.02307,7797707316.84311,53896121.6579841,73074999.3018062,59886112.324623,932327312.933115,2081699372.07603,6371499.14407173,73101525.4932868,4.03339735960735e-05,1.56841837445859e-05,0.000302484909715859,1.89811247352419e-05,2.28863502606302e-05,2.34929538636709e-05,0.00018991500920565,2.19148108018467e-05,3.17658574821358e-05,2.28928551956938e-05,15,15,15,15,15,15,15,15,15,15,94.4079841755584,487.879811893997,6726.19619522639,60.5357657570375,75.3829015076254,94839.0815098153,64.5392701074315,0.00204200917119793,1237,93.8988056491582,1307507,3.23983759926585e-05,0.000469508271474103,44.24912,1.83734890188833e-06,7.10304380624471e-07,0.000361225805822207,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,1
0.85,28,1.07,0.359,4,1.6,0.144,9,0.734,0.85,1,2.22,0.726,1,0.954,0.834,1,1.1,0.85,1,2.4,0.106,1,1.15,0.145,9,1.03,0.04,568,0.1,1.56,1.56,1.13,2.5,100,31,0.0754481335756982,0.540893963966109,0.580365458310391,0.607206679614177,0.0659427074360144,0.339072813316361,0.299541497003555,0.19442211798276,0.490852963025651,0.0659669585576225,220680082.409847,467032659.349702,3683384573.87929,144241974.034953,201528995.819756,432716876.684908,645973882.489471,5780709055.92148,792406822.272639,201581232.540592,4.72635391117473e-05,2.7789732124203e-05,0.000131801746008018,2.86336487767348e-05,2.2175717722944e-05,1.82934004094275e-05,7.3688455136545e-05,3.21150189387821e-05,3.53129658542442e-05,2.21798354362912e-05,15,15,15,15,15,15,15,15,15,15,67.2166076473788,9321.82701165791,10183.9961612909,91.6559654516176,63.4131782323196,1172592.73226549,60.283206550415,0.00312170831218534,1076.8,92.8850685613177,1281045,2.09650020108548e-05,0.000330390236163056,49.28493,1.38670102498022e-06,2.63195321247689e-06,0.000699948888425783,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,2
0.85,3,1.15,0.279,1,0.487,0.181,6,0.777,0.85,11,1,0.85,12,0.501,0.85,1,0.84,0.519,4,0.512,0.476,1,0.949,0.647,332,0.965,0.04,3,0.179,1.56,1.56,1,2.5,64,6,0.0549212124901196,0.538264522818574,0.579432422148191,0.530242735657712,0.0521232001352116,0.341643306442082,0.300178536949375,0.318431877018128,0.43239097276554,0.0522296012204991,52114814.1515297,2750317797.45423,7366479594.70777,40429827.3154632,50595279.9660021,448800898.293443,2567166737.9404,997149523.597067,9801801.31513493,50654824.723731,4.85205160601743e-05,1.73367004216489e-05,0.000315317670503888,2.62681319399859e-05,2.36757604938795e-05,1.53718388669273e-05,0.000184463637961575,2.09674761429177e-05,3.24220901528268e-05,2.36987898216454e-05,15,15,15,15,15,15,15,15,15,15,80.1867419899197,83.8815108281192,10498.9026574331,94.4901239168978,54.2966431088675,16218.0201028431,62.7801731042532,0.00236872135341643,1147.2,99.758036041953,2029904,3.22240661116911e-05,0.000452209506668514,45.37236,1.50156588921516e-06,2.89319950658534e-06,0.000147841631104706,"HoiLee_AFFC_Pin_3",22,0.9,0.3,120,1
