MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av10,av11,av17,av21,av23,av8,ft0,ft10,ft11,ft17,ft21,ft23,ft8,gm0,gm10,gm11,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.15,1,0.7008866,0.15,1,1.657449,0.3,1,0.4145164,6.072251,2,1.94,5.852618,30,2,7,27,0.192745,7.02968,1,1.822884,2.237749,2.808125,20,43,1005.784,34.70232,34.56678,53.03537,520.3389,26.43388,937.3439,8810043,5294127000,8631322000,10584210,45162260,10381470000,9229000,0.004053588,2.783987e-05,0.0001813646,2.715044e-05,0.107659,8.862167e-05,3.767404e-05,38.7886871268653,1657.40432585525,1040.911991332,45.7160494701765,34.0745521404176,466117.265174459,74.6618663804638,0.390089807589279,-301.516516653489,97.7146469048881,292739.1,3.47201587940037e-05,0.0259686599461197,10.09124,0.00645408374995958,1.67213547425327e-06,0.00109460179713428,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.15,1,0.12,0.15,1,1.74395,0.3,1,0.4145164,8.983699,23,5.187202,5.658318,30,2,8.24739,1,0.192745,7.02968,1,0.192745,0.511799931758625,2.808125,22,15,976.9813,20.85703,24.55539,44.12706,314.4974,10.59104,914.1712,8798445,7423662000,11614690000,15503860,57355120,8601414000,8483853,1.07685e-05,1.089151e-05,0.0002051888,1.688477e-06,0.001885736,0.000101307,4.836862e-05,16.0765868777479,504.06890927727,1268.1076807998,6578181.21803497,11.7155458705786,354799.001742239,73.6966492594901,0.0686323141163964,-146.806979311565,20.4295746451506,892583,8.68975354121861e-05,9.51593350969584e-05,28.86392,3.72709533068881e-07,0.00125302271041872,0.0355225177489589,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.15,1,0.3523177,0.1502404,1,4.131479,0.3,1,0.6202708,8.245299,14,1.975303,5.35,30,2,7.190833,1,0.1859699,1.120462,1,0.12,3.142323,2.372814,28,35,893.6186,15.86798,27.21025,8.096924,288.8381,14.93507,817.862,8820007,7124935000,8270981000,12843330,1373186000,11299420000,8730978,0.03786264,2.653315e-05,0.0001808472,0.004328055,3.226207e-06,0.0001998831,4.753564e-05,14.7456164424362,1047.9739968155,1595.23210788012,147653.305636039,9.38722210096762,407576.160502126,80.3524376674831,0.0758680882321804,-45.8864779580314,54.9651253587689,620414.8,4.80145925942223e-05,0.000294165201448069,53.25463,6.00891060615655e-07,7.4842729794701e-05,0.0254744358396209,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.15,1,0.3523177,0.1502404,1,4.131479,0.3,1,0.6202708,8.245299,14,1.975303,5.35,30,2,7.190833,1,0.1859699,1.120462,1,0.12,3.142323,2.372814,29,61,632.0186,14.26798,27.21025,8.096924,244.8381,14.13507,813.062,8820007,7493066000,8597264000,13711530,1486354000,11299420000,8730978,0.03030054,2.701122e-05,0.0002141342,0.003463697,5.451691e-06,0.0001953539,4.531362e-05,14.7456164424362,1070.35011578374,1595.23210788012,147653.305636039,9.38722210096762,416278.640414532,80.3524376674831,0.0769065726443696,-45.8864779580314,54.9651253587689,620414.8,4.80145925942223e-05,0.000294165201448069,53.25463,6.00891060615681e-07,7.4842729794701e-05,0.0254744358396209,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.15,1,0.3523177,0.1502404,1,2.902341,0.3,1,0.6202708,8.245299,14,1.975303,5.35,30,2,8.241025,1,0.1859699,1.120462,1,0.12,3.142323,2.372814,26,9,866.4186,18.20989,29.55018,9.689434,344.0104,16.00596,812.8912,8820006,6664772000,7863127000,11758080,1231727000,10826940000,9725581,0.04731526,2.593557e-05,0.0001392384,0.005408503,0.0001334473,0.0002055445,5.031317e-05,14.9307682564916,1293.7713319885,1798.66823798493,71483.1174513593,10.0998871012715,434104.882540239,80.3597953060517,0.0924874245540207,-39.2519952,62.4984272917483,603515.2,4.14240090580509e-05,0.000245355680490304,55.66888,6.37514127431363e-07,7.90834519832304e-05,0.0245476116662116,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.1179329,1,0.4666729,0.15,1,1.657449,0.3,1,0.4145164,8.261287,14,1.975477,5.35,30,2,7,1,0.2590399,7.02968,1,2.329933,5.430074,2.808125,19,18,832.9739,37.4699,29.74622,8.114943,543.9547,21.0319,1110.317,8914174,9506009000,9588515000,16497180,14202070,10462140000,8687544,5.059092e-05,2.240013e-05,4.51105e-05,7.991183e-06,0.002363254,9.584099e-05,4.110634e-05,18.3338184165959,752.9627335057,1288.46880732495,14870.032280211,11.1129199305928,215259.988455416,94.7849588549286,0.0767076593757788,-264.505556975,77.8051781321843,368352.6,3.52943194054063e-05,0.000419654512973742,39.58129,1.04879148441313e-06,3.65430649388934e-05,0.0167602818520811,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.1626416,1,0.8087831,0.15,1,1.933173,0.3076386,1,0.4145164,11.34955,14,2.07748,5.133396,30,2,7,1,0.192745,7.183463,1,1.735074,6.936311,2.808125,21,4,914.0963,11.51613,26.66517,104.891,504.5727,17.62265,1187.612,8966299,4652081000,9438921000,16083450,44008720,10428060000,8446356,0.01020596,1.474349e-05,0.0001718053,0.00109927,9.895094e-06,9.969037e-05,5.189352e-05,16.7355794656861,1153.52797892135,1405.67320678333,84166.7380214076,11.6273462529094,338552.102789319,103.502613254386,0.199565202959001,-67.0937949,76.4304281910762,412554.9,3.62336732733603e-05,0.00145304615166093,40.93785,1.23909270174651e-06,4.96101274503422e-05,0.0183127915513672,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.15,1,0.12,0.1990303,1,1.657449,0.3,1,0.801673,5,15,1.94,5.35,30,2,8.192036,1,0.192745,1.120462,1,0.192745,3.142323,2.372814,27,57,978.4185,8.891987,36.91746,8.09097,192.0108,12.01972,786.4927,8820008,9204758000,9994500000,14096840,925420000,10765680000,10014560,0.04772958,2.047238e-05,0.0001287588,0.005474791,1.198727e-05,0.0001418239,9.626966e-05,12.0132069310725,890.830352787665,2642.17611648323,1733716.18931533,7.20318096005138,305275.034761288,79.3288275232896,0.261640038813745,-80.5536007357092,61.3484850206853,905436.6,4.23069058867581e-05,0.00036074598443239,41.99375,9.76057000854429e-07,0.000283278346500801,0.0430145240381276,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.15,1,0.3523177,0.1990303,1,2.902341,0.3,1,0.6202708,5,15,1.94,5.35,30,2,8.241025,1,0.12,1.120462,1,0.12,3.142323,2.372814,25,13,826.4186,20.57836,37.65407,12.08073,165.5952,15.60722,639.4787,8820006,6091800000,7313060000,13053050,1052684000,9781235000,11247490,0.05913104,2.517525e-05,0.0001120341,1.800713e-06,6.544041e-06,0.0002180526,5.383197e-05,19.4495830984948,1196.33532906374,2695.87970184059,113788.697018239,15.1963062540057,356046.257299972,79.3032010802523,0.153991581821657,-49.1142277672346,71.7760972326529,802331.8,3.67424809698843e-05,0.000229548361678355,50.04355,7.85216530405636e-07,0.00142538490076379,0.0152622174778971,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.15,1,0.7008866,0.15,1,1.657449,0.322373,1,0.6964788,5.146996,2,1.885425,5.915273,30,2,7,27,0.192745,7.02968,1,1.822884,2.237749,2.808125,24,17,1019.159,42.69514,32.9652,35.43544,572.3096,28.28899,880.4768,8798475,1469079000,8380605000,9451776,19127140,9625463000,9700580,0.002615073,1.625408e-05,0.0001551876,3.651088e-05,0.06523117,8.775822e-05,6.422074e-05,40.2017442281133,2352.36617207118,1194.87798984239,0.982489061425361,35.412200065666,664718.39851917,74.8081900224008,0.26441396067581,-69.38467965,101.804088887405,337641.9,3.48857251866222e-05,0.00098713608461524,46.36867,0.0194027880527917,1.4786948327658e-06,0.000941973311285815,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.15,1,0.4327396,0.15,1,3.146895,0.3,1,0.5894544,5,26,1.94,5.35,30,2,7,1,0.192745,7,1,0.192745,3.878324,2.808125,18,0,934.5739,40.0222,33.34946,28.0911,449.9778,20.61696,982.8426,8914174,4153418000,10995680000,12768530,45718480,11300600000,10564200,0.03404598,1.32632e-05,0.0002444896,2.641395e-06,3.250352e-06,0.0002279522,7.771745e-05,15.8695269400366,377.545110124695,677.853593611659,386594.148776629,11.6021731473713,332347.213357007,85.4912367000852,0.114626314361834,-135.379917396571,25.3846065475325,596704.2,0.000108677133055651,7.56905016452435e-05,27.57353,8.33586210139041e-07,0.000118046827151381,0.0268725240042709,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.1484346,1,0.3332839,0.1990303,1,2.310155,0.3,1,0.7262232,5,15,1.94,5.35,30,2,8.192036,1,0.192745,1.120462,1,0.192745,3.142323,2.372814,27,0,978.4186,10.42692,31.22497,8.090971,239.1858,17.65606,680.0342,8820007,8031359000,7477841000,14500200,559466500,10069300000,11581250,0.0381941,1.467911e-05,0.0001122343,0.008362535,1.317393e-05,0.0002167616,8.405773e-05,18.8626649268327,1161.23210628281,4018.08838055384,6386.83569822782,14.024946497482,328495.164172861,79.3297020063305,0.17277444938407,-15.35269725,74.00696008822,1136657,3.49240761777409e-05,0.000264165243294327,45.07041,9.77339536521924e-07,6.89092128694624e-05,0.0164223845030681,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.15,1,0.3332839,0.1990303,1,1.657449,0.3,1,0.6202708,5,15,1.94,5.35,30,2,8.241025,1,0.192745,1.120462,1,0.192745,3.142323,2.372814,19,0,953.6186,28.01529,43.9044,8.090705,327.1802,34.00808,687.9241,8820007,5095160000,9258499000,15224120,347950800,10051370000,15296780,0.09317211,1.553489e-05,9.718102e-05,0.01068762,6.533788e-06,0.0001228904,6.676259e-05,18.7771352842266,1095.36142058842,3667.25996556141,5999.79306743008,13.9791829421929,286126.174013116,79.3291027608308,0.426171474166118,-36.771791925,74.4777129902427,957947.8,3.22489165219904e-05,0.000239571474860177,38.26662,0.609002332510324,7.00567929534149e-05,0.0165859980544753,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
0.15,1,0.4093772,0.1990303,1,4.508802,0.2394787,1,0.7132639,5,15,1.987912,5.35,30,2,8.241025,1,0.192745,1.120462,1,0.192745,2.455665,2.372814,31,0,940.8186,15.62717,39.58073,8.090705,183.1966,37.63983,897.6875,8820007,7641336000,7203011000,14105880,922333900,11854680000,11127580,0.02380608,2.489684e-05,0.0001570404,0.00438093,0.06021306,0.0001403331,5.782043e-05,20.6608793208287,1328.04822565625,3271.82018599431,3778.15895036042,15.6406404294441,444292.26541105,74.5190340298905,0.143784804391265,285,73.183733911711,1094572,4.13018864109568e-05,0.000282728792682089,51.34892,6.00449711326914e-07,5.68546663030925e-05,0.013319629228969,"Fan_SMC_Pin_3",40,0.9,0.3,100,0
