MOSFET_0_1_L_BIASCM_NMOS,MOSFET_0_1_M_BIASCM_NMOS,MOSFET_0_1_W_BIASCM_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_12_1_L_gm2_NMOS,MOSFET_12_1_M_gm2_NMOS,MOSFET_12_1_W_gm2_NMOS,MOSFET_13_1_L_BIASCM_NMOS,MOSFET_13_1_M_BIASCM_NMOS,MOSFET_13_1_W_BIASCM_NMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_15_1_L_BIASCM_PMOS,MOSFET_15_1_M_BIASCM_PMOS,MOSFET_15_1_W_BIASCM_PMOS,MOSFET_18_1_L_BIASCM_PMOS,MOSFET_18_1_M_BIASCM_PMOS,MOSFET_18_1_W_BIASCM_PMOS,MOSFET_21_1_L_BIASCM_NMOS,MOSFET_21_1_M_BIASCM_NMOS,MOSFET_21_1_W_BIASCM_NMOS,MOSFET_22_1_L_BIASCM_PMOS,MOSFET_22_1_M_BIASCM_PMOS,MOSFET_22_1_W_BIASCM_PMOS,MOSFET_28_1_L_gm3_PMOS,MOSFET_28_1_M_gm3_PMOS,MOSFET_28_1_W_gm3_PMOS,MOSFET_29_1_L_gm3_NMOS,MOSFET_29_1_M_gm3_NMOS,MOSFET_29_1_W_gm3_NMOS,MOSFET_4_1_L_LOAD_NMOS,MOSFET_4_1_M_LOAD_NMOS,MOSFET_4_1_W_LOAD_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,RESISTOR_0,RESISTOR_1,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,av0,av10,av12,av13,av14,av15,av18,av21,av22,av28,av29,av4,av6,ft0,ft10,ft12,ft13,ft14,ft15,ft18,ft21,ft22,ft28,ft29,ft4,ft6,gm0,gm10,gm12,gm13,gm14,gm15,gm18,gm21,gm22,gm28,gm29,gm4,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
1,1,2.33,1,11,6.85,0.5,1,0.506,1.5,1,0.5,0.5,1,0.5,1,1,0.5,1.98,50,5,1,50,5,1.5,50,5,1.5,50,5,0.5,2,2.58,6.94,41,5,1.64,2,1,13.5,6.11,0.5,10.2,17,18,1000,19,278,1000,389,682,506,10,10,489,15,522,170,944000000,30500000000,10300000000,1230000000,823000000,500000000,1210000000,500000000,1180000000,500000000,5920000000,514000000,500000000,3.14159265358979e-07,0.000361,4.88e-05,3.14159265358979e-07,0.00196,0.0172,0.00259,0.0314,0.0314,0.00796,0.000264,0.00336,3.14159265358979e-07,70.4301419084022,0.282862392773992,0.261231183465757,33.6714779461248,55.5703068346897,28102943.8625028,55.6722821518931,0.0176123379622227,-90.690692675,81.7469665344277,25953840,0.00451599990609329,0.00092461465222365,29.47969,1.8356631409018e-08,1.30167315901952e-05,0.00129226727068188,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
10,37,4.92,0.5,2,2.61,0.5,1,2.69,8.5,1,0.5,4,50,4.96,4,50,5,0.5,50,5,10,1,0.5,3,50,4.97,0.5,4,3.77,0.5,1,1.76,2,50,5,7,50,50,11.4,35,5,9.49,11,35,10,17,232,356,655,961,291,885,1000,10,33,725,102,96100000,49300000000,10600000000,127000000,104000000,50000000,118000000,57200000,75100000,14200000000,14600000000,70100000,50000000,0.00205,0.000348,0.000223,3.14159265358979e-08,0.00175,0.0024,0.0025,3.14159265358979e-08,0.00256,0.00101,0.000258,0.00314,0.00188,72.7281740232411,0.344382849592646,0.337982389925563,7.0809420176646,62.8725403666775,2918318.84040286,304.854924513284,0.0504921920976171,-42.2911962,93.8229919047533,2864081,0.000385184269596626,0.00338109183664138,53.67835,3.43485089934021e-07,1.7164458046115e-05,0.000394669906457867,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
10,37,4.92,0.5,2,3.77,0.5,1,2.19,8.5,1,0.5,4,50,4.96,6.5,50,4.99,0.5,50,5,2.5,1,0.5,4.5,50,5,0.5,4,3.77,0.5,1,1.76,2,50,5,7,50,50,11.4,35,5,9.49,10,14,10,17,150,356,655,509,291,1000,751,10,33,725,102,96100000,49300000000,10600000000,127000000,104000000,50000000,118000000,57200000,75100000,19000000000,14600000000,70100000,50000000,0.00205,0.000503,0.000223,3.14159265358979e-08,0.00175,0.0024,0.0025,3.14159265358979e-08,0.00152,0.00101,0.000258,0.00314,0.00188,85.8347441645156,0.358446052240836,0.423397422865575,2.31004684276571,64.7698174284154,3190253.6240658,306.488066651868,0.045664815277805,-24.3869472,94.7726784135814,3768336,0.000404556076040129,0.00316326568492504,48.54676,4.25515095725999e-07,1.26539109665802e-05,0.00030750650247402,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
0.5,1,0.5,1,17,4.94,0.5,1,0.611,1.5,1,0.5,0.697,1,0.5,1.3,1,0.5,0.5,50,5,1,26,5,1.5,50,5,2.57,50,5.04,0.5,2,2.58,4.21,27,5.1,1,1,1,13.2,6.11,0.5,8.81,17,17,1000,19,392,897,409,682,576,10,151,489,12,757,170,944000000,500000000,10300000000,1220000000,823000000,500000000,699000000,1010000000,804000000,500000000,500000000,514000000,500000000,0.00168,0.000182,0.000127,3.14159265358979e-07,3.14159265358979e-07,0.0192,0.0308,0.0314,0.0314,0.00974,0.000264,0.0127,3.14159265358979e-07,83.8849956593068,0.30434266583376,0.466710824789277,0.646251149702456,65.864791162387,18517820.7092367,45.2025552375084,0.0163000922897779,-77.887365325,110.372936845395,28397160,0.00276569544017497,0.00109264459274373,30.8399,2.95199563247951e-08,4.68781208465496e-06,0.000361614397784926,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
10,46,4.91,0.5,2,4.13,0.5,1,1.39,8.5,1,0.5,3,50,5,3.5,50,4.99,4.5,50,4.99,0.5,1,0.5,4.5,40,4.99,0.5,6,4.53,0.5,1,1.27,2.5,50,5,5,50,50,9.74,53.4,4.97,8.74,12,35,379,17,150,356,787,1000,494,287,10,285,25,1000,67,81700000,34300000000,25100000000,127000000,158000000,58500000,96400000,76700000,75100000,13600000000,14600000000,69500000,52000000,0.00231,0.000551,0.000243,3.14159265358979e-08,0.00127,0.0024,0.00314,3.14159265358979e-08,0.00152,0.00175,0.000186,0.00149,0.00314,88.0668707305521,0.286499039547236,1.0472269124069,3.21488582445136,59.4527631083149,1112944.10980055,262.663377728986,0.0430628750906896,-18.4517388,91.8498639998498,4068094,0.000176574304427841,0.00347825973108612,54.2418,2.04996224736826e-06,1.4817438379775e-05,0.000659150588330881,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
3.4,31,0.5,0.525,10,3.64,0.5,1,0.73,1.25,7,0.5,1.57,1,0.5,1,1,0.5,1.39,19,5,1,50,5,1.5,50,5,1.5,50,5,0.5,2,2.58,2.5,26,4.96,1,1,1,10,6.11,0.5,10.2,15,12,1000,19,392,804,389,682,381,46,10,489,15,522,170,1080000000,500000000,10300000000,1820000000,500000000,598000000,862000000,1070000000,1300000000,500000000,5920000000,514000000,750000000,0.0178,0.00041,3.14159265358979e-07,0.00144,3.14159265358979e-07,3.14159265358979e-07,0.025,0.0314,0.0314,0.0126,0.000264,0.0171,3.14159265358979e-07,88.6784894491913,0.194634534639167,0.774714437690392,0.00209946122350732,82.4600526148698,12791707.5058009,40.1984452435663,0.174680402454573,-119.4341445,93.6044251618659,50915530,0.00298734883478728,0.0011888619478412,16.09722,0.000169021985821436,1.07470758676564e-06,7.35532476703327e-06,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
9,9,4.57,0.5,1,3.4,0.5,1,1.41,7.3,1,0.5,5.51,26,4.84,3.5,50,4.96,1.5,50,4.98,9,18,4.95,4.4,50,4.96,0.5,7,4.69,0.5,1,0.741,2,50,5,4.5,31,50,10.1,13.2,4.96,9.97,13,17,74,23,275,35,250,1000,914,10,860,141,10,762,1000,64300000,50000000000,7580000000,111000000,50000000,59400000,142000000,132000000,101000000,23700000000,26600000000,80000000,81900000,0.000529,0.00044,0.000314,3.14159265358979e-08,0.000701,0.00165,0.00123,0.00122,0.00197,0.00314,0.000132,0.00145,0.00175,72.4637907082759,0.253723096242273,1.91713082637725,0.97785485036116,63.3339971854787,639399.184741859,198.57867181548,0.0555621351099479,-3.3402996,91.3170979927625,4831298,0.000114548496912146,0.00359939796872643,45.63267,3.69223166682029e-07,5.71419211844448e-06,0.000640932503501057,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
4.24,15,5.93,0.5,2,4.05,0.5,1,1.79,1.1,2,0.5,0.5,50,6.62,1.23,50,4.97,1.32,1,1.66,2,38,4.94,1,35,4.98,0.5,32,4.88,0.5,2,2.45,5.93,50,4.99,0.803,18,32,19.5,6.11,5,10.7,22,30,481,23,10,883,988,1000,646,920,314,435,12,405,1000,565000000,302000000000,27700000000,519000000,1060000000,633000000,620000000,874000000,605000000,438000000000,14500000000,500000000,983000000,0.0204,0.000688,7.19e-05,3.14159265358979e-07,0.0155,0.00841,3.14159265358979e-07,0.0253,0.0142,0.01,0.000334,0.00717,0.0314,106.811241443965,0.128027866665512,1.22099182272742,0.0297079278877117,73.8622822840144,3339497.67429591,73.5325383758782,0.0386526373749094,-35.9399106,106.087699149675,31848530,0.00118564303838801,0.0010180154816013,70.69602,4.10914992345079e-08,4.98055155362054e-06,7.81449112770005e-05,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
2,50,5,0.5,2,3.29,0.5,1,1.45,10,49,4.92,5,50,4.99,4,50,4.99,7,50,4.97,8,8,4.58,6.5,50,4.99,0.5,7,4.37,0.5,1,1.68,10,1,0.5,4,1,50,10.3,12.1,4.97,10.6,10,63,1000,10,237,10,671,970,249,600,415,1000,35,313,563,77400000,29500000000,27100000000,80200000,71500000,53400000,50000000,66200000,50000000,50000000000,13400000000,56700000,104000000,0.00273,0.000477,0.000162,0.0025,0.00282,0.00278,0.00314,0.000389,0.00165,0.00197,0.000145,3.14159265358979e-08,0.00299,81.0883635645177,0.223930139702531,2.11410773639779,11119.4960612241,32.8946485651607,482328.248862277,99.7086756506173,0.0456718719408188,-73.094018291224,65.1001887201658,4553625,9.7905584933969e-05,0.0134779684149816,27.405,2.67222584127846e-06,0.000109435155272185,0.019818329188696,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
2.23,1,0.5,0.5,1,1.24,0.5,1,0.835,1.29,1,0.5,0.752,50,5.09,0.5,50,2.85,0.5,1,0.5,5.85,1,4.32,0.5,49,0.5,0.5,48,4.98,0.5,5,3.06,3.49,1,0.502,0.5,1,50,13.1,50.9,5,12.9,45,57,180,10,639,401,667,794,456,10,253,99,10,37,474,1000000000,104000000000,4920000000,1080000000,12900000000,1000000000,1900000000,1000000000,2500000000,1000000000,114000000000,1000000000,1000000000,6.28318530717959e-07,0.000497,0.00022,6.28318530717959e-07,0.0628,6.28318530717959e-07,6.28318530717959e-07,0.0437,0.0628,0.0591,6.28318530717959e-07,0.0211,0.0484,87.9393655392615,0.239540535559087,3.64201543439948,0.235760075997267,78.4500256185349,12565439.5142771,29.6163042934124,0.0287179397501894,377.5,99.8937585355507,191047100,0.00238438283618668,0.00256051461595861,51.16114,3.45510027141517e-08,5.48068879553054e-06,0.000185008479308912,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,2
9,2,4.19,0.5,1,3.36,0.5,1,1.74,8,1,0.5,5.5,28,4.96,3,50,5,1.5,37,4.89,10,50,4.98,4.5,50,4.96,0.5,11,4.69,0.5,1,1.13,8.5,47,4.96,4,13,50,10.1,13.2,4.98,9.99,12,33,74,20,161,35,80,1000,922,10,586,10,22,762,811,54800000,31300000000,16600000000,85800000,54700000,64400000,142000000,90700000,88800000,23700000000,18500000000,98200000,93800000,0.000108,0.00044,0.000282,3.14159265358979e-08,0.000701,0.00165,0.000517,0.00303,0.00197,0.00314,0.000105,0.00218,0.00268,92.3856113835077,0.399894406730292,3.75895848966052,0.060105786986044,71.1513767371049,949127.674601523,143.337311960285,0.05645722670676,-18.329058,92.8971975453484,8921684,0.000107883897101964,0.00302940367045977,36.66861,2.53777860660621e-07,2.3757704131e-06,0.000344875203867057,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
4.86,1,0.5,0.5,1,1.62,0.5,1,1.3,1.81,1,0.5,0.5,50,5.01,0.5,50,0.905,0.5,1,0.5,1,21,4.98,1.48,49,7.07,0.5,40,5.03,0.5,2,2.49,3,1,0.5,0.5,1,50,6.9,106,5,7.25,35,9,743,14,419,774,707,589,789,40,162,10,13,23,298,1140000000,231000000000,4030000000,1090000000,3560000000,1080000000,1000000000,1740000000,2160000000,303000000000,98600000000,1240000000,1640000000,0.00706,0.000299,2.31e-05,6.28318530717959e-07,0.0628,0.05,0.0628,0.0258,0.0143,0.0628,0.000191,0.0628,0.00373,57.6604108436253,0.378214116890031,4.13859060382347,1512.22129427207,58.4312261627557,8728326.32999594,39.5513135053692,0.0245603947177764,-4.4457831,76.0669569085967,95509310,0.00104898809481578,0.00217453869097148,48.59364,5.01093880475441e-08,0.00087193424571281,0.00195215505822,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,2
2.57,1,0.5,0.5,1,1.33,0.5,1,0.893,0.5,1,0.5,0.592,50,4.95,0.5,50,5.48,0.5,1,0.5,3.18,1,3.7,0.5,50,4.91,0.5,50,4.98,0.5,5,3.57,4.24,1,0.505,0.5,1,50,15.3,50.9,5,12.9,45,61,180,22,284,267,667,404,43,10,278,50,10,23,336,1000000000,1000000000,6250000000,1210000000,15900000000,1000000000,2010000000,1000000000,3360000000,1000000000,109000000000,1000000000,1000000000,0.0467,0.000497,0.000203,6.28318530717959e-07,0.0628,0.0038,6.28318530717959e-07,0.0513,0.0628,0.0606,6.28318530717959e-07,0.02,0.0484,92.7776876807449,0.312886084372903,4.36466512078945,0.237391317644169,79.1041891201641,15799092.1277558,31.8197847258588,0.0276669785018292,365.5,99.0285767473912,220392500,0.00229521409589356,0.00273495544204196,58.16783,2.8126201897593e-08,4.89071999498991e-06,0.000242540406196978,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,2
2.5,24,0.5,0.5,1,2.65,0.5,1,0.617,1.5,3,0.5,0.5,16,5,1,50,5.53,0.67,1,0.5,0.5,1,7.42,0.67,50,4.98,0.5,38,4.85,0.5,1,1.91,0.647,34,0.5,0.5,40,50,5.59,97.2,5,11,23,21,481,14,10,883,931,107,257,867,761,558,39,550,1000,500000000,118000000000,33900000000,806000000,1200000000,1320000000,663000000,1420000000,720000000,438000000000,20700000000,500000000,1180000000,0.000749,0.000531,0.000125,3.14159265358979e-07,0.0155,0.0265,0.00856,0.0104,0.00741,0.01,0.000334,0.0177,0.0314,98.0492316616805,0.333803859817761,6.99446156423088,3.05316163272118e-05,91.3708590592969,4428718.42798429,78.3537650658856,0.0533430797622863,264.5,118.38280709169,92798510,0.000603064875283637,0.000911375933857252,49.01232,3.85630147611767e-08,1.60241154439911e-07,1.50253883850482e-05,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
