RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS17,VDS21,VDS23,VDS8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,gmid_offset0,gmid_offset10,gmid_offset17,gmid_offset21,gmid_offset23,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.885,0.852,15,1.13,1,50,1,0.3,50,1,1,2,0.951,1,50,1.04,1,1,1.1,8,2,5.75,23,24,0.0814824379345727,1.38504777826819,0.0453378903472138,0.514829050829603,0.800452785366243,0.0453378903472138,80422226.521377,358435131.625878,60959837.2575481,1537493433.07974,720195441.999766,60959837.2575481,0.000385193719928201,9.8165245422112e-05,0.00015203720781694,5.33611117654516e-05,0.000887373081596348,0.00015203720781694,5,3,-14,-1,12,-5,73.536938852837,57.7529307074169,162.040157209948,41.3202400885366,69.265322130502,1221595.54844768,106.631526294994,0.00443673660138359,326.300000000001,116.951621504886,3427489,0.000124424095527613,0.000131686971314594,64.8753,2.30039459353038e-07,2.94641781328875e-06,0.000365229118361787,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.92,1,43,0.948,1,50,1,0.3,50,1,1,14,0.936,1,50,1,1,1,0.967,8,2,7,14,17,0.0816142630105952,1.34288459258194,0.0462383602015133,0.556933374371618,0.800101734619557,0.0462383602015133,96569794.4744176,208953939.694815,73166633.2188421,1827092699.30973,801516537.573465,73166633.2188421,0.000473157152839307,0.000140296303016799,0.000187777973159322,5.78436546090982e-05,0.00103113934607026,0.000187777973159322,0,14,5,-6,-15,0,86.2515791396347,55.4584449758597,165.49907536211,42.202264217338,89.1903553478173,1460030.97137436,107.108029577618,0.00510497961127879,323,116.955561921222,4357024,0.000154862212281847,0.00013894944045038,71.40149,1.7269980254718e-07,7.7133175059585e-07,9.16999911704242e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.885,0.333,24,1.04,1,50,1,0.3,50,1,1,30,0.99,1,44,0.994,1,1,1.01,8,2,5,16,27,0.0802073232090361,1.38609228851421,0.0456135164480588,0.5137860060903,0.800085057847052,0.0456135164480588,84950615.2009999,925656156.595486,64746451.2328196,1533453000.99616,684770832.158548,64746451.2328196,0.000349178089406144,0.000125180696968446,0.000138712074086293,4.89474670925567e-05,0.000825680217914108,0.000138712074086293,10,15,-7,15,-2,5,86.4271927006274,57.5019367925025,169.110861089651,43.1232695778609,94.271621280411,1102203.5898913,107.37089307629,0.00508648518123891,315.3,116.771123687789,3241536,0.000112753602581569,0.000138347839656295,72.73067,2.36461823557074e-07,7.95772645598714e-07,6.80798694823181e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
1.75,0.557,41,0.974,1,50,1,0.3,50,1,1,30,1.01,1,19,0.976,1,1,0.985,8,2,5,17,34,0.085786546187426,1.38341231770251,0.0495713094170327,0.51646740540554,0.800055502473191,0.0495713094170327,149185037.371893,405053805.509539,111752096.318227,1552857521.4091,684854279.306659,111752096.318227,0.000324966560017728,0.000122949966793929,0.000129651747633321,4.84926901116293e-05,0.0008258269708326,0.000129651747633321,-4,8,4,12,-15,13,87.3456725139673,56.4563093771216,169.673068643444,43.2666325040782,101.721027148022,1078602.12405729,106.654447811613,0.00630605089213244,298.2,117.371762139823,3241617,0.000112382804451945,0.000123705443201075,84.45464,2.24690230352965e-07,4.86985393824968e-07,5.20510674014707e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.885,1,50,1.11,1,50,1,0.3,50,1,1,20,1.05,1,44,0.973,1,1,0.83,8,2,5,18,48,0.0804493829417608,1.3657964799201,0.0456734158972166,0.534053212735846,0.800070833389098,0.0456734158972166,85892106.3696527,154994518.493574,65396897.3624793,1685235655.73803,683129526.551868,65396897.3624793,0.000346602828551904,0.000116667241611502,0.000137598201515031,4.52446031490253e-05,0.000822836826337377,0.000137598201515031,-13,0,-8,-9,8,-6,87.1391229500649,55.6300522595387,168.927174444104,43.0764294832464,96.0771238724382,1060418.14639703,107.234644588398,0.00528226833251301,288.7,116.836131646827,3220084,0.0001121292098241,0.000143603009828986,71.2654,2.39956060881907e-07,5.94376551700249e-07,6.28624045341253e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
1.75,0.557,41,0.974,1,50,1,0.3,50,1,1,30,1.02,1,19,0.976,1,1,0.964,8,2,5,15,39,0.0857836594672758,1.38112945762674,0.049571786735731,0.518737183853603,0.800054201739802,0.049571786735731,149190195.752482,405135851.802288,111757537.922137,1569753354.55719,684875752.483043,111757537.922137,0.000324986764604586,0.000123001694992149,0.000129661444885432,4.81021641466419e-05,0.000825864286814767,0.000129661444885432,-4,-3,-7,-3,4,3,87.399073974266,56.5171082821759,169.845301014578,43.3105517587175,101.433411285804,1079863.68088241,106.665501630096,0.00675440175819564,287.3,117.369516602045,3245208,0.000112393211407661,0.000123661879900344,84.433,2.2487679380461e-07,4.77597351484782e-07,5.12393016735002e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
1.84,0.557,50,0.974,1,50,1,0.3,50,1,1,30,1.02,1,19,0.976,1,1,0.964,8,2,5,16,51,0.0858462471829135,1.38113007367605,0.0495717867357309,0.518737214070235,0.800086204560354,0.0495717867357309,149232221.484657,356743539.977077,111757537.922138,1569753557.65795,684876561.984048,111757537.922138,0.000325057737025757,0.000126542067836219,0.000129661444885432,4.81021716382951e-05,0.000825863415707214,0.000129661444885432,-11,9,-15,15,-2,10,86.2822465431062,57.1436015261843,169.043514260352,43.1060961363898,100.690690906195,1091847.3825976,106.690495827885,0.00645576467147539,283.9,117.557423704783,3229928,0.0001123945899594,0.000122492454988782,86.15283,2.20814217573783e-07,6.68983950578572e-07,7.40767077952453e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.885,0.302,16,1.03,1,50,1,0.3,50,1,1,50,0.99,1,11,0.962,1,1,0.939,8,2,7.22,17,60,0.0979127910655805,1.33193006913441,0.0579986386431893,0.5678699577362,0.799911072944202,0.0579986386431893,252804878.584972,1670751484.9859,186907750.875902,1903239375.05269,820909869.330151,186907750.875902,0.000407942396134131,0.00016128630888883,0.000163785280669254,5.89875513103391e-05,0.00106579409655949,0.000163785280669254,12,-15,-6,12,-3,-4,94.5020710900123,54.1992602629958,176.317459833873,44.9609522576375,84.1730370227883,1489796.57888781,107.010999247741,0.00645022372641893,278.9,117.444653797354,4846508,0.000161690570038251,0.00013336280591125,74.1756,1.60565724748756e-07,2.56159172875026e-07,8.47472495200119e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.92,1,50,0.948,1,50,1,0.3,50,1,1,14,0.936,1,50,1,1,1,0.96,8,2,7,15,55,0.0816686055924193,1.34200186151736,0.0462383602015134,0.557816583649993,0.800130309068135,0.0462383602015134,96592777.1495896,195061558.322811,73166633.2188425,1833630500.72046,801517326.330932,73166633.2188425,0.000473250862403107,0.000145357737828126,0.000187777973159323,5.76773057297719e-05,0.00103113868937623,0.000187777973159323,-4,0,11,-3,-2,-8,85.5706798067745,55.0461333866951,165.688039303577,42.2504500224122,86.8037278474884,1449201.87569458,107.138937833077,0.00551833431357213,277.1,117.213409161401,4362076,0.000154864954018931,0.000138412253932769,72.30836,1.72526266750119e-07,9.21296105560465e-07,0.000113635720345173,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.77,0.3,50,1,1,50,1,0.3,50,1,1,50,1,1,10,0.9,1,2,0.68,8,2,5,0,41,0.0949,1.42,0.0558,0.477,0.8,0.0558,227000000,591000000,168000000,1320000000,687000000,168000000,0.000295,0.000135,0.000118,5.53e-05,0.00083,0.000118,-14,-8,2,1,-12,-4,85.3458217785505,58.0826843567881,180.964884731142,46.1460456064413,97.6033137942539,1113348.50109413,107.026024872458,0.0137454760443911,1.69779822481207,117.777998432651,3468796,0.000112754926919972,0.000145856471165995,73.63402,2.30399199785691e-07,1.00332715261775e-06,7.62899282734653e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.92,1,43,1,1,50,1,0.3,50,1,1,50,0.99,1,50,1,1,1,0.967,8,2,7,12,1,0.0806098893636862,1.33966546280194,0.0463174166597163,0.560148516648354,0.799850632770649,0.0463174166597163,97858652.3786311,206378551.10003,74460449.293559,1848781595.93553,808668038.207572,74460449.293559,0.000483034034590865,0.000144825352528439,0.00019249181793252,5.86587694549951e-05,0.00104391701698578,0.00019249181793252,-2,8,7,2,6,3,99.8951024110902,54.8523905091153,169.261497320232,43.1616818166592,84.0266690555178,1474316.87280488,108.469046275885,0.004212383827057,441.500000000002,115.243478130034,4549393,0.000158105273306706,0.000141360549097978,70.57634,1.65359001565992e-07,5.1905453668788e-07,0.000112667630069008,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.885,1,50,1.05,1,50,1,0.3,50,1,1,38,0.991,1,50,0.989,1,1,0.68,8,2,6,16,5,0.080172124593836,1.31679110910802,0.0458111479785911,0.582995191784054,0.799947460456903,0.0458111479785911,88569866.6871613,175379666.016644,67512308.9540174,2037085296.33122,749113396.764758,67512308.9540174,0.000417457250147028,0.000135005248033272,0.000166067791601704,4.66526096195245e-05,0.000938220211375178,0.000166067791601704,-14,-3,-6,-14,14,0,91.8562963590782,55.9325443706619,170.893397066079,43.5778162518502,90.5751023016764,1287529.53234345,108.054148462704,0.00431198500349608,388.600000000001,115.555593260715,3933851,0.000135407806253932,0.000145198813053656,70.399,1.93828075820699e-07,1.21502525460282e-07,4.00603034497182e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.955,1,50,1.02,1,50,1,0.3,50,1,1,50,0.99,1,50,1,1,1,0.935,8,2,6.41,13,6,0.080229102367555,1.34690825304696,0.0460036159113123,0.55292084319312,0.799890431087885,0.0460036159113123,92209546.5970063,183341436.675627,70268928.0586756,1802705012.2599,774846283.998688,70268928.0586756,0.00044570017008763,0.000140912320891854,0.000177503572639881,5.50826953612423e-05,0.000983729177503381,0.000177503572639881,9,14,3,8,10,-15,95.8747112563131,53.8968275364976,170.718927996736,43.5333266391676,86.2923309578681,1328859.37834856,108.506428380995,0.00470959218400166,370.600000000001,115.589444385537,4209180,0.000145033023833272,0.000141973185148529,71.55821,1.80310059058305e-07,3.64523354751123e-07,8.27108548869804e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.885,0.609,29,1.04,1,50,1,0.3,50,1,1,50,0.997,1,50,0.99,1,1,1.05,8,2,7.12,16,12,0.0808377554218274,1.34760432504935,0.0464247879947638,0.552224518075282,0.799894645513092,0.0464247879947638,99720048.6790882,514611692.922096,75805539.5637756,1790325080.41626,815422190.423704,75805539.5637756,0.000490473263136144,0.000151980619403879,0.000195409796212693,6.11964257884633e-05,0.00105598029350653,0.000195409796212693,7,-11,-11,-7,-11,2,94.8992801700937,56.3638361932695,168.275259257176,42.9101911105798,84.6585601384803,1540551.98419856,108.35216859851,0.00424519416125174,352.400000000001,115.485368923791,4599346,0.000160778100060687,0.000137597397008726,71.43688,1.63336004339984e-07,3.46846352202723e-07,8.65016513452721e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.885,1,50,1.25,1,50,1,0.3,50,1,1,42,0.979,1,46,1.05,1,1,0.764,8,2,5.71,18,15,0.0798694429344442,1.33796327855235,0.0456700779734177,0.561861689776103,0.799958124129536,0.0456700779734178,87131987.8916452,157021434.344676,66449444.4305845,1881678151.69816,731731098.640569,66449444.4305846,0.000399165792804477,0.00013416383023423,0.000158808982039879,4.75793243064036e-05,0.000907633950250539,0.000158808982039879,10,-8,-3,-13,4,-1,91.4073118571807,54.2291091781594,171.457831308149,43.7217469835779,92.6725451186104,1190338.3093034,108.191945171533,0.00437935736570904,342.400000000001,116.023395058585,3763529,0.000129118662667354,0.000146213112961575,71.12293,2.0055839663807e-07,5.37427546631886e-08,2.92300082841424e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.885,1,50,1.02,1,50,1,0.3,50,1,1,50,0.99,1,50,1.01,1,1,0.935,8,2,6.41,14,11,0.0801487552307513,1.34690825300008,0.0459571019496958,0.552920843239938,0.799890475493092,0.0459571019496958,91581522.8793808,183341436.706874,69802482.2599226,1802705012.57615,774846284.979547,69802482.2599226,0.000446076350061264,0.000140912320931841,0.000177646215663552,5.50826953727202e-05,0.000983729176043307,0.000177646215663552,0,-1,-9,9,-9,1,95.8674756693779,53.746722369532,171.511088144906,43.735327476951,86.2402038752938,1325204.76122725,108.520942679282,0.00464596819539118,341.000000000001,115.583423922886,4228859,0.000145038093137475,0.000145142361519181,70.30786,1.80629928744056e-07,3.64149519810342e-07,8.27033992280013e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
1.09,1,50,1.08,1,50,1,0.3,50,1,1,35,0.99,1,46,1.01,1,1,0.899,8,2,5.75,15,15,0.0802785653905185,1.35668489184974,0.0458582108335334,0.54316154040832,0.799969782259636,0.0458582108335334,89789657.1675495,169048588.113607,68398430.6806618,1739960919.05162,733431647.424084,68398430.6806618,0.000399448114187724,0.000130501392374569,0.000158898111960323,5.08188448747384e-05,0.00091061966570522,0.000158898111960323,-10,11,-2,1,11,2,90.7705096926603,55.5681456318245,168.830542044218,43.0517882212757,93.1862753611468,1224733.73033859,107.85948266147,0.00484845564568672,340.800000000001,116.168259362305,3721061,0.000129648308017125,0.000138665835465028,74.0113,1.9753377498489e-07,8.94076308405323e-08,2.3643595807088e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
0.92,1,46,1.03,1,50,1,0.3,50,1,1,30,0.96,1,44,1,1,1,0.968,8,2,10.9,14,16,0.0849434662125749,1.27798660815801,0.0489523954098945,0.621729843405646,0.799944499534226,0.0489523954098945,140263419.928857,238115286.825212,105268612.195079,2258736615.20843,999330200.894578,105268612.195079,0.000704783700050571,0.000203430039430696,0.000281064339438258,7.43173396915998e-05,0.00138948215052427,0.000281064339438258,12,6,-9,-14,-15,-1,90.1181888259782,52.9224519534302,155.565899863822,39.6693044652747,92.1913298819977,2175280.3257134,107.528210252008,0.00525738327648846,325.8,115.792126655371,6394251,0.000241783329183298,0.000135279972823051,76.8656,1.08897373422064e-07,6.52538095846644e-08,2.93863430662622e-05,"Leung_NMCNR_Pin_3",22,1.8,0.8,10,0
