MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CAPACITOR_0,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,RESISTOR_0,CURRENT_0_BIAS,gen,index,VDS0,VDS3,VDS5,VDS7,ft0,ft3,ft5,ft7,gm0,gm3,gm5,gm7,gmid_offset0,gmid_offset3,gmid_offset5,gmid_offset7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.931,12,0.375,0.613,39,1.23,1,8,1.19,2.5,0.8,1,1.05,13.6,5,40,59,0.472080572674736,0.632947431618675,0.479839126116157,0.799926095683338,462258500.498213,289486083.122217,1949503528.27358,1379981082.02247,5.22260556887759e-05,0.000112390934447032,5.04187567114936e-05,0.000398123449992297,-7,-14,12,-10,78.0553398407328,297.733446280479,732.263246965067,186.727127976092,88.7833191352041,2870212.34602538,53.5228990246231,0.000198678428588298,320.200000000001,66.5268811017834,7059170,5.67071057899833e-05,9.79687221832925e-05,89.84744,1.85315290488262e-07,3.63055686657399e-07,4.98141172508015e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,12,0.893,0.48,50,1.85,0.88,8,0.91,2.5,0.8,1,0.805,4.49,9,22,22,0.469810793853109,0.530814013849669,0.575505752875297,0.799656514008708,376391331.56759,344562179.757513,2958130739.47747,2496127223.12631,0.000100401293642276,0.000211805410805609,6.44452500401578e-05,0.000530744405062747,-12,1,-7,11,74.5786955753591,267.583693225815,516.632203177892,131.741211810362,86.7739331071493,4641860.39298686,53.4056214269622,0.000363352590636743,376.700000000001,65.6628572660755,8962185,0.000102043068492122,9.00161997977799e-05,61.22655,1.34715533229009e-07,8.10606577632544e-07,8.12236465439486e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,10,1.15,0.755,39,1.02,1,43,1.05,2.5,1,4,1.75,3.97,8,20,40,0.456454511403229,0.768455287097119,0.382893826604266,0.800065166762612,350370221.947604,324467650.712651,700912493.512577,806325181.12978,9.60354558206086e-05,0.000152952144451868,0.000123328162465602,0.000937360975288661,0,-10,-6,3,79.0444593151603,293.144590778334,547.390272455988,139.584519476277,90.6509754372216,4526054.04737675,53.601005587582,0.000414039446767976,342.600000000001,64.9804920969269,8451522,9.08215541921507e-05,9.28680017181403e-05,77.35617,1.26622853643868e-07,8.79327744428004e-07,0.000232200238944325,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,24,0.3,1,50,2,1,8,1.12,2.5,0.8,1,0.958,9.83,5,78,24,0.432327280736178,0.620433733648047,0.488322527193504,0.799879709633984,339114591.94853,100702701.489342,2041701747.6571,1421361276.34577,6.17046427956661e-05,0.000115865560229398,4.88178598606942e-05,0.000389305867846061,-1,-3,-12,1,79.1777544538837,284.908971386666,618.040534809495,157.600336376421,92.3196378190185,2752361.00374913,54.6748827159236,0.000145827091341774,373.500000000001,68.072463756124,5970576,5.68264269348342e-05,9.59968015990173e-05,76.75395,2.15456664244769e-07,2.65619504307146e-07,1.08328780440425e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,24,0.3,1,50,1.98,1,8,1.1,2.5,0.8,1,0.936,10.2,5,78,29,0.432327280736178,0.618782040927076,0.490347054636725,0.799875215023027,339114591.94853,101342127.34715,2065462404.25784,1433446111.70409,6.17046427956661e-05,0.000115733918187821,4.84034713833723e-05,0.000386563525858659,-3,9,6,-2,79.1079506026127,285.90365971132,624.108088704764,159.147562619715,92.245229083982,2761960.76468541,54.6717257821628,0.000148814799558768,363.200000000001,68.0775717419289,6029171,5.68262331582807e-05,9.61161062405364e-05,77.75663,2.15310112742383e-07,2.39840232382771e-07,1.3371073135926e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,24,0.3,1,50,1.98,1,8,1.1,2.5,0.8,1,0.936,10.3,5,69,27,0.432327280736178,0.618782040927076,0.490347054636725,0.799875215023027,339114591.94853,101342127.34715,2065462404.25784,1433446111.70409,6.17046427956661e-05,0.000115733918187821,4.84034713833723e-05,0.000386563525858659,0,-9,-2,-15,79.1079506026127,285.856993994116,626.586128145925,159.779462677211,92.245229083982,2761509.95240793,54.676298338494,0.000150002851305091,359.500000000001,68.0775717419289,6053110,5.68262331582807e-05,9.61248718596426e-05,78.07854,2.14618504945363e-07,2.39840232382771e-07,1.3371073135926e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.998,23,0.3,1,50,1.98,1,8,1.1,2.5,0.8,1,0.936,10.3,5,69,28,0.435615622952335,0.618800339408139,0.490314488844808,0.799875081489641,346452721.729071,101321601.920394,2065135642.73534,1433171572.43075,6.08067661801243e-05,0.000115701383101487,4.83940490189787e-05,0.000386471789745726,6,1,-8,-13,79.1468362034111,285.929807110656,626.575338127585,159.776711222534,92.1093904577445,2761285.2780996,54.6734286468299,0.000150483546601785,359.400000000001,68.0861012073501,6050972,5.68071399802344e-05,9.60866849462476e-05,78.07812,2.14509336936206e-07,2.37248119679401e-07,1.35328134278634e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,24,0.3,1,50,1.98,1,8,1.1,2.5,0.8,1,0.936,10.3,5,55,24,0.432327280736178,0.618782040927076,0.490347054636725,0.799875215023027,339114591.94853,101342127.34715,2065462404.25784,1433446111.70409,6.17046427956661e-05,0.000115733918187821,4.84034713833723e-05,0.000386563525858659,7,10,11,6,79.1079506026127,285.856993993816,626.586128145925,159.779462677211,92.245229083982,2761509.95240504,54.676298338494,0.000150002851304363,359.000000000001,68.0775717419289,6053110,5.68262331582807e-05,9.61248718596426e-05,78.07854,2.14618504945514e-07,2.39840232382771e-07,1.3371073135926e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,24,0.3,1,50,2,1,8,1.1,2.5,0.8,1,0.936,10.3,5,60,30,0.432327280736178,0.618412032209588,0.490349335634062,0.799875205991464,339114591.94853,100692582.250506,2065485291.80569,1433446111.46236,6.17046427956661e-05,0.000115868346913002,4.84041313655116e-05,0.000386563525901262,-7,15,-11,4,79.1190878683817,285.080678152655,627.017895635753,159.889563387117,92.2708411608237,2754019.89951907,54.6945847410875,0.00015405583575444,357.400000000001,68.0851424885457,6057302,5.68264294899694e-05,9.6085957675014e-05,78.05137,2.13873280615785e-07,2.39831134027924e-07,1.338051498323e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,23,0.3,1,50,1.98,1,8,1.1,2.5,0.8,1,0.936,10.3,5,62,27,0.435779778296393,0.618804236611396,0.490307465955055,0.799875006242662,345436295.405908,101317175.18478,2065065176.80562,1433094194.62001,6.07613229875656e-05,0.000115694367328225,4.83920171125551e-05,0.000386445935088817,-15,6,-8,13,79.1663839364657,285.930864384499,626.57646807211,159.776999358388,92.1214448021671,2761056.40723468,54.6735548505857,0.000150641949055646,357.000000000001,68.0913380527101,6050459,5.68022214489256e-05,9.60731216674417e-05,78.07574,2.14508122416493e-07,2.37405511095967e-07,1.36095781366752e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.998,23,0.3,1,50,1.98,1,8,1.1,2.5,0.8,1,0.936,10.3,5,72,30,0.435615622952335,0.618800339408139,0.490314488844808,0.799875081489641,346452721.729071,101321601.920394,2065135642.73534,1433171572.43075,6.08067661801243e-05,0.000115701383101487,4.83940490189787e-05,0.000386471789745726,10,1,-15,9,79.1468362034111,285.929807111238,626.575338127585,159.776711222534,92.1093904577445,2761285.27810522,54.6734286468299,0.00015048354659982,356.800000000001,68.0861012073501,6050972,5.68071399802344e-05,9.60866849462476e-05,78.07812,2.14509336936682e-07,2.37248119679401e-07,1.35328134278634e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.998,23,0.3,1,50,1.98,1,8,1.1,2.5,0.8,1,0.936,10.3,5,73,31,0.435615622952335,0.618800339408139,0.490314488844808,0.799875081489641,346452721.729071,101321601.920394,2065135642.73534,1433171572.43075,6.08067661801243e-05,0.000115701383101487,4.83940490189787e-05,0.000386471789745726,5,-10,1,-14,79.1468362034111,285.929807110947,626.575338127585,159.776711222534,92.1093904577445,2761285.27810241,54.6734286468299,0.000150483546600084,352.300000000001,68.0861012073501,6050972,5.68071399802344e-05,9.60866849462476e-05,78.07812,2.14509336936526e-07,2.37248119679401e-07,1.35328134278634e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,24,0.3,1,50,1.98,1,8,1.1,2.5,0.8,1,0.936,10.3,5,76,30,0.432327280736178,0.618782040927076,0.490347054636725,0.799875215023027,339114591.94853,101342127.34715,2065462404.25784,1433446111.70409,6.17046427956661e-05,0.000115733918187821,4.84034713833723e-05,0.000386563525858659,-14,13,4,6,79.1079506026127,285.856993993138,626.586128145925,159.779462677211,92.245229083982,2761509.95239849,54.676298338494,0.000150002851309372,349.600000000001,68.0775717419289,6053110,5.68262331582807e-05,9.61248718596426e-05,78.07854,2.14618504944263e-07,2.39840232382771e-07,1.3371073135926e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,24,0.3,1,50,2,1,8,1.1,2.5,0.8,1,0.936,10.3,5,63,29,0.432327280736178,0.618412032209588,0.490349335634062,0.799875205991464,339114591.94853,100692582.250506,2065485291.80569,1433446111.46236,6.17046427956661e-05,0.000115868346913002,4.84041313655116e-05,0.000386563525901262,6,-6,-5,-13,79.1190878683817,285.080678152746,627.017895635753,159.889563387117,92.2708411608237,2754019.89951994,54.6945847410875,0.000154055835762296,345.900000000001,68.0851424885457,6057302,5.68264294899694e-05,9.6085957675014e-05,78.05137,2.13873280616091e-07,2.39831134027924e-07,1.338051498323e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.998,11,0.3,1,47,1.75,1,8,1.23,2.5,0.8,1,1.06,8.91,5,66,33,0.505238465729699,0.637496313471153,0.478556394296086,0.799884604908342,474993173.161169,113325355.019385,1936535606.22829,1354305005.7091,4.54706178352031e-05,0.00011242497918686,5.04647384734916e-05,0.000401653525776989,-2,-13,-11,3,79.893300457207,288.235677252793,599.566779256345,152.889528710368,88.798446458968,2763868.9075565,54.2805618983444,0.000156400995724884,339.400000000001,68.094314459216,5749198,5.6405412932738e-05,9.51986849055566e-05,75.25471,2.1544259936924e-07,2.19022926253309e-07,1.50840129016228e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.998,11,0.3,1,47,1.75,1,8,1.25,2.5,0.8,1,1.08,8.71,5,73,45,0.505238465729699,0.639181857010161,0.476866126754956,0.799887768018165,474993173.161169,113335258.338453,1919318192.19168,1344087283.96338,4.54706178352031e-05,0.00011242341581865,5.08212291283966e-05,0.000404182667777946,-6,11,1,12,79.903430576636,288.291726870643,597.344341658768,152.322807122986,88.8312529652317,2764406.25513317,54.2731185763265,0.00015402999655105,337.500000000001,68.0838069538456,5727887,5.64054107344735e-05,9.5136286879725e-05,74.75166,2.15492961537385e-07,2.46744369518659e-07,1.26994689787496e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,23,0.3,1,50,1.98,1,8,1.1,2.5,0.8,1,0.936,10.3,5,78,42,0.435779778296393,0.618804236611396,0.490307465955055,0.799875006242662,345436295.405908,101317175.18478,2065065176.80562,1433094194.62001,6.07613229875656e-05,0.000115694367328225,4.83920171125551e-05,0.000386445935088817,11,-15,-6,9,79.1663839364657,285.930864385259,626.57646807211,159.776999358388,92.1214448021671,2761056.40724202,54.6735548505857,0.000150641949052445,333.400000000001,68.0913380527101,6050459,5.68022214489256e-05,9.60731216674417e-05,78.07574,2.14508122417346e-07,2.37405511095967e-07,1.36095781366752e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.998,11,0.3,1,47,1.75,1,8,1.23,2.5,0.8,1,1.06,8.91,5,69,45,0.505238465729699,0.637496313471153,0.478556394296086,0.799884604908342,474993173.161169,113325355.019385,1936535606.22829,1354305005.7091,4.54706178352031e-05,0.00011242497918686,5.04647384734916e-05,0.000401653525776989,6,-5,-15,-12,79.893300457207,288.235677252666,599.566779256345,152.889528710368,88.798446458968,2763868.90755528,54.2805618983444,0.000156400995723749,329.800000000001,68.094314459216,5749198,5.6405412932738e-05,9.51986849055566e-05,75.25471,2.15442599369398e-07,2.19022926253309e-07,1.50840129016228e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,24,0.3,1,50,2,1,8,1.1,2.5,0.8,1,0.936,10.3,5,69,48,0.432327280736178,0.618412032209588,0.490349335634062,0.799875205991464,339114591.94853,100692582.250506,2065485291.80569,1433446111.46236,6.17046427956661e-05,0.000115868346913002,4.84041313655116e-05,0.000386563525901262,-2,-3,-13,0,79.1190878683817,285.080678152689,627.017895635753,159.889563387117,92.2708411608237,2754019.8995194,54.6945847410875,0.000154055835760345,325.900000000001,68.0851424885457,6057302,5.68264294899694e-05,9.6085957675014e-05,78.05137,2.13873280615836e-07,2.39831134027924e-07,1.338051498323e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.999,24,0.3,1,50,2,1,8,1.1,2.5,0.8,1,0.936,10.3,5,70,49,0.432246536902273,0.618410055209328,0.490352894266284,0.799875243833228,339612126.353156,100694817.852419,2065520999.2254,1433485229.99702,6.17274840430482e-05,0.000115871909987304,4.8405161021251e-05,0.000386576597064704,-1,-12,-10,-9,79.1093615785783,285.080011323527,627.017338075913,159.889421209358,92.2646716856331,2754134.11828796,54.6945189210034,0.000153966904263042,322.700000000001,68.0825054660684,6057562,5.68289192072465e-05,9.60927886726575e-05,78.05257,2.13872245596136e-07,2.39748581332688e-07,1.3341846351822e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,11,0.3,1,47,1.75,1,8,1.25,2.5,0.8,1,1.08,8.71,5,76,59,0.505459764765787,0.639184530791907,0.476861072256886,0.799887758709233,473568678.932711,113331690.983929,1919268254.72053,1344029342.03601,4.54314739701616e-05,0.000112418317860115,5.0819585078047e-05,0.000404160838040822,6,5,-4,-4,79.651486051862,288.292905771985,597.711999267438,152.416559813197,88.8346869537566,2764229.72224257,54.2731793798742,0.000154163223725006,319.800000000001,68.0937329427142,5731023,5.64015780866332e-05,9.50887284272311e-05,74.74519,2.15492900101741e-07,2.37968157839052e-07,1.27643029298463e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,1,1.19,0.723,50,2,1,8,0.948,2.5,0.8,1,0.805,6.33,5,30,57,0.678594552815829,0.590229869487341,0.501819575847603,0.799871174407413,731251173.309528,144440740.186752,2206427452.21122,1522006440.03323,2.7252047143878e-05,0.000117827092549535,4.52864278913633e-05,0.00035996291031225,-2,14,-5,5,75.0313628990215,279.081879044484,562.104235864176,143.336580145365,77.1627302257468,2647410.53273696,53.9334033786113,0.000281710606448871,318.100000000001,68.0948959367831,5332201,5.58008394778814e-05,9.16674379923626e-05,61.42489,2.26587219680714e-07,1.86814331254448e-07,1.90135349863452e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.994,17,1.22,1,50,0.958,1,8,0.877,2.5,0.76,1,0.3,4.2,5,12,27,0.382983989569052,0.530895937052324,0.603816072311468,0.798394005812344,223881080.511421,153551723.663332,3847394222.74374,1607959883.27896,8.43428328888511e-05,0.000105213021698915,3.22339399433513e-05,0.000356729045592817,-6,13,12,-5,66.9821208213293,271.893378228815,479.987696562827,122.396862623521,85.0772528815463,2656442.60498887,53.5479930529614,0.00215371876071997,351.900000000001,66.9278028442115,4689558,5.74715466493355e-05,0.000114399951055611,54.39942,3.27828874510353e-07,7.32028967017739e-06,0.00115761077460352,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
1,1,0.52,1,8,0.871,0.15,1,0.959,2.5,1,1,0.3,3.344,5,17,53,0.851730118282269,0.621039546354805,0.631760978802369,0.798197162484884,992961790.817081,354204296.120691,2553142188.40645,41916080442.5637,1.78325043709957e-05,5.898793211903e-05,2.7927957744436e-05,0.000278332379538496,7,-7,13,-11,50.7745927057415,238.090808902031,307.356244887126,78.375842446217,50.61788111579,2238132.07333015,52.482567105659,0.00129132858801587,320.200000000001,57.855756135197,2889250,5.52960563450911e-05,0.000151263058854373,56.2769,4.1415732892546e-07,7.17126310529781e-06,0.000473486029279879,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.64,4,0.413,0.487,4,1.05,0.823,36,0.3,2.5,0.8,7,0.308,5.24,5,15,56,0.542045110107641,0.842873569687854,0.394126337668525,0.801368353446719,1239032963.09011,1328183610.61216,1324126071.38142,1704975423.83452,4.01710871559438e-05,6.56571118403302e-05,6.6913972856295e-05,0.000469536198600092,-7,9,9,-12,65.2160873129417,282.442988066049,370.310775248246,94.4292476883027,65.2912957982431,2730705.65854821,52.594544203748,0.00227039257225321,298.9,58.0480651810681,3580226,5.68715639642361e-05,0.0001386105992061,74.30068,2.45683405104108e-07,5.63896599429015e-06,0.00121290566514198,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.48,50,1,1,11,0.95,0.64,2,0.54,2.5,1,1,0.3,4.42,5,5,58,0.301585972040611,0.584988695954156,0.64635319205606,0.801248343075614,335936289.346871,309894568.146662,2650803873.24514,7205441707.45346,0.000114637313382528,7.19135647188308e-05,2.91757503951218e-05,0.000191010732003249,7,-11,-7,13,68.869005260794,221.437360750481,275.159382611194,70.1656425658545,77.4402908429357,2365802.28325222,52.8279395774622,0.00316128649763113,-2.98309,57.7348328208948,2939760,6.2846142909064e-05,0.000162634073297944,43.64405,6.18158006221583e-07,8.55924259567098e-06,0.00169293865671671,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.52,1,0.3,0.96,2,0.82,0.15,4,0.98,2.5,1,1,0.3,6.75,5,10,44,0.795077695370562,0.772130997558329,0.628413053591187,0.792151507624644,3329281464.29645,678125992.51736,2530558022.74918,22142391439.1344,1.9372910764366e-05,3.21935639587538e-05,2.76402345606917e-05,0.000510536470262527,-5,-12,0,-4,41.8989636498292,113.269089601539,177.890741035136,45.3621389639597,42.2739088185926,1068938.27605666,52.542771148846,0.186288572697687,329.350000000001,51.5474458993739,1678783,5.55126931294112e-05,0.000198989234373704,85.83661,0.186288572697687,4.75531752389219e-05,0.00511443575368409,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
0.924,1,0.337,0.49,1,0.976,0.15,1,0.947,2.5,0.84,1,0.3,3.91,5,13,40,0.936116377830167,0.777549471468495,0.600846552506579,0.798613749972466,1324658319.36287,2333660770.38298,3199171540.99394,42071497285.4663,1.50061819049378e-05,3.45444140149875e-05,2.93403604474192e-05,0.00027621992602972,-10,-14,12,10,43.2928481912229,142.169084350575,180.059548286683,45.9151848131042,42.7307827890264,1323911.26973056,52.3828590094126,0.00377776263310355,327.850000000001,51.6303689550409,1676756,5.47778259030808e-05,0.000239287331263845,68.79899,4.16339485965934e-07,8.0428808409555e-06,0.00247745136272637,"TwoStFixIRatio_SMCNR_Pin_2",22,1.8,0.8,10,0
